event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2025 Scotties Tournament of Hearts,9077e70d,3,-1,3,-2,0,4,0,1,1,-2,0
2025 Scotties Tournament of Hearts,9077e70d,4,1,1,0,0,3,1,1,0,1,0
2025 Scotties Tournament of Hearts,9077e70d,5,0,3,-2,0,2,0,1,1,-1,0
2025 Scotties Tournament of Hearts,9077e70d,-1,0,1,2,0,1,1,1,0,2,0
2025 Scotties Tournament of Hearts,9077e70d,-1,-2,-1,-4,0,0,0,1,1,-2,0
2025 Scotties Tournament of Hearts,997a37cb,-2,0,0,-3,1,9,1,1,0,-1,0
2025 Scotties Tournament of Hearts,997a37cb,0,1,1,0,0,8,1,1,1,1,0
2025 Scotties Tournament of Hearts,997a37cb,1,0,0,4,-1,7,0,1,0,-1,0
2025 Scotties Tournament of Hearts,997a37cb,0,2,1,1,0,6,1,1,1,1,0
2025 Scotties Tournament of Hearts,997a37cb,-3,4,1,0,0,5,0,1,0,-2,0
2025 Scotties Tournament of Hearts,997a37cb,-1,-1,-2,-6,1,4,1,1,1,-2,0
2025 Scotties Tournament of Hearts,997a37cb,1,4,1,6,-1,3,1,1,0,2,0
2025 Scotties Tournament of Hearts,997a37cb,1,-1,-1,1,0,2,0,1,1,0,0
2025 Scotties Tournament of Hearts,997a37cb,-1,-2,-3,-1,0,1,0,1,0,-2,0
2025 Scotties Tournament of Hearts,3de66264,0,2,1,1,0,9,1,1,0,2,1
2025 Scotties Tournament of Hearts,3de66264,4,2,1,4,-1,8,0,1,1,1,1
2025 Scotties Tournament of Hearts,3de66264,0,2,2,5,-1,7,0,1,0,1,1
2025 Scotties Tournament of Hearts,3de66264,2,3,0,1,0,6,0,1,1,-1,1
2025 Scotties Tournament of Hearts,3de66264,1,2,3,-3,1,5,1,1,0,-1,1
2025 Scotties Tournament of Hearts,3de66264,1,-1,1,0,0,4,1,1,1,1,1
2025 Scotties Tournament of Hearts,3de66264,4,0,5,5,0,3,0,1,0,2,1
2025 Scotties Tournament of Hearts,3de66264,1,2,4,5,-2,2,0,1,1,2,1
2025 Scotties Tournament of Hearts,9e2094e7,-1,1,1,0,0,9,1,1,0,0,1
2025 Scotties Tournament of Hearts,9e2094e7,0,0,-2,6,0,8,1,1,1,2,1
2025 Scotties Tournament of Hearts,9e2094e7,-1,0,1,3,-1,7,0,1,0,1,1
2025 Scotties Tournament of Hearts,9e2094e7,5,0,-2,5,-2,6,0,1,1,1,1
2025 Scotties Tournament of Hearts,9e2094e7,-1,2,-3,-3,1,5,0,1,0,-2,1
2025 Scotties Tournament of Hearts,9e2094e7,-1,6,-3,8,-1,4,1,1,1,2,1
2025 Scotties Tournament of Hearts,9e2094e7,-1,3,8,6,-3,3,0,1,0,3,1
2025 Scotties Tournament of Hearts,9e2094e7,0,-4,-2,0,1,2,0,1,1,-1,1
2025 Scotties Tournament of Hearts,04d4e227,-2,0,-1,-1,1,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,04d4e227,0,2,-1,-6,0,8,0,1,1,-2,0
2025 Scotties Tournament of Hearts,04d4e227,-6,-6,-1,-8,3,7,1,1,0,-1,0
2025 Scotties Tournament of Hearts,04d4e227,1,3,1,-1,0,6,1,1,1,1,0
2025 Scotties Tournament of Hearts,04d4e227,-1,-4,-5,0,0,5,0,1,0,-2,0
2025 Scotties Tournament of Hearts,04d4e227,0,-5,1,-1,0,4,1,1,1,1,0
2025 Scotties Tournament of Hearts,04d4e227,0,-2,-4,-4,0,3,0,1,0,-7,0
2025 Scotties Tournament of Hearts,1cab934d,1,3,2,-2,0,9,0,0,0,-1,0
2025 Scotties Tournament of Hearts,1cab934d,-1,8,-1,3,0,8,1,0,1,2,0
2025 Scotties Tournament of Hearts,1cab934d,0,2,-2,3,0,7,0,0,0,1,0
2025 Scotties Tournament of Hearts,1cab934d,3,-3,-3,-5,1,6,0,0,1,-5,0
2025 Scotties Tournament of Hearts,1cab934d,2,-2,-3,2,-1,5,1,0,0,-1,0
2025 Scotties Tournament of Hearts,1cab934d,-1,4,0,0,0,4,1,0,1,2,0
2025 Scotties Tournament of Hearts,1cab934d,1,-3,-2,-4,1,3,0,0,0,-3,0
2025 Scotties Tournament of Hearts,1cab934d,1,0,2,4,-1,2,1,0,1,3,0
2025 Scotties Tournament of Hearts,1cab934d,1,-3,-4,-7,2,1,0,0,0,-4,0
2025 Scotties Tournament of Hearts,2d3e244e,0,3,-4,0,1,9,0,0,0,-3,0
2025 Scotties Tournament of Hearts,2d3e244e,0,-4,2,1,0,8,1,0,1,2,0
2025 Scotties Tournament of Hearts,2d3e244e,0,-3,-1,1,0,7,0,0,0,1,0
2025 Scotties Tournament of Hearts,2d3e244e,-1,0,0,-8,2,6,0,0,1,-4,0
2025 Scotties Tournament of Hearts,2d3e244e,0,-3,1,-1,0,5,1,0,0,3,0
2025 Scotties Tournament of Hearts,2d3e244e,3,-1,-1,2,0,4,0,0,1,-2,0
2025 Scotties Tournament of Hearts,2d3e244e,0,-1,2,-2,0,3,1,0,0,1,0
2025 Scotties Tournament of Hearts,2d3e244e,0,-1,0,6,-2,2,0,0,1,3,0
2025 Scotties Tournament of Hearts,2d3e244e,2,2,-1,3,-1,1,0,0,0,-1,0
2025 Scotties Tournament of Hearts,2d3e244e,-6,0,-2,-4,1,0,1,0,1,-1,0
2025 Scotties Tournament of Hearts,80d3c22d,1,5,-4,-4,2,9,1,1,0,0,1
2025 Scotties Tournament of Hearts,80d3c22d,0,0,1,-1,0,8,1,1,1,0,1
2025 Scotties Tournament of Hearts,80d3c22d,-6,-1,4,1,-1,7,1,1,0,2,1
2025 Scotties Tournament of Hearts,80d3c22d,1,-4,-1,4,-1,6,0,1,1,1,1
2025 Scotties Tournament of Hearts,80d3c22d,1,1,1,-4,0,5,0,1,0,-3,1
2025 Scotties Tournament of Hearts,80d3c22d,3,0,-8,-4,3,4,1,1,1,-1,1
2025 Scotties Tournament of Hearts,80d3c22d,0,3,1,0,0,3,1,1,0,0,1
2025 Scotties Tournament of Hearts,80d3c22d,0,5,4,2,0,2,1,1,1,4,1
2025 Scotties Tournament of Hearts,80d3c22d,-1,2,1,6,-2,1,0,1,0,1,1
2025 Scotties Tournament of Hearts,90ba54c3,-7,0,-2,-1,0,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,90ba54c3,0,2,-1,-2,0,8,0,1,1,-2,0
2025 Scotties Tournament of Hearts,90ba54c3,2,-7,-2,-2,1,7,1,1,0,1,0
2025 Scotties Tournament of Hearts,90ba54c3,-1,-2,-3,2,-1,6,0,1,1,1,0
2025 Scotties Tournament of Hearts,90ba54c3,0,-2,-1,-3,0,5,0,1,0,-2,0
2025 Scotties Tournament of Hearts,90ba54c3,-1,4,0,0,0,4,1,1,1,1,0
2025 Scotties Tournament of Hearts,90ba54c3,0,-1,0,-2,0,3,0,1,0,-2,0
2025 Scotties Tournament of Hearts,90ba54c3,-4,0,0,-3,1,2,1,1,1,-1,0
2025 Scotties Tournament of Hearts,90ba54c3,4,-5,0,-4,1,1,1,1,0,-1,0
2025 Scotties Tournament of Hearts,cf175158,0,-4,-2,0,0,9,0,0,0,0,1
2025 Scotties Tournament of Hearts,cf175158,2,4,2,1,0,8,0,0,1,-1,1
2025 Scotties Tournament of Hearts,cf175158,-1,-2,3,4,-1,7,1,0,0,3,1
2025 Scotties Tournament of Hearts,cf175158,4,-3,1,-1,0,6,0,0,1,-1,1
2025 Scotties Tournament of Hearts,cf175158,0,2,3,5,-1,5,1,0,0,3,1
2025 Scotties Tournament of Hearts,cf175158,-1,-1,4,6,-2,4,0,0,1,2,1
2025 Scotties Tournament of Hearts,cf175158,0,2,4,2,-1,3,0,0,0,1,1
2025 Scotties Tournament of Hearts,cf175158,-3,6,3,1,0,2,0,0,1,-1,1
2025 Scotties Tournament of Hearts,d1e8033a,0,0,-2,1,1,9,0,0,0,0,1
2025 Scotties Tournament of Hearts,d1e8033a,0,-4,-1,5,-1,8,0,0,1,1,1
2025 Scotties Tournament of Hearts,d1e8033a,-2,3,0,2,0,7,0,0,0,1,1
2025 Scotties Tournament of Hearts,d1e8033a,-2,-4,0,4,-1,6,0,0,1,1,1
2025 Scotties Tournament of Hearts,d1e8033a,0,2,0,0,-1,5,0,0,0,-2,1
2025 Scotties Tournament of Hearts,d1e8033a,-1,0,1,0,0,4,1,0,1,1,1
2025 Scotties Tournament of Hearts,d1e8033a,-3,-2,-2,-5,0,3,0,0,0,-2,1
2025 Scotties Tournament of Hearts,d1e8033a,1,0,5,2,-1,2,1,0,1,2,1
2025 Scotties Tournament of Hearts,d1e8033a,1,0,3,2,-1,1,0,0,0,-1,1
2025 Scotties Tournament of Hearts,d1e8033a,0,0,0,-4,1,0,1,0,1,-1,1
2025 Scotties Tournament of Hearts,b1627148,4,-2,1,0,0,9,1,1,0,2,1
2025 Scotties Tournament of Hearts,b1627148,1,1,0,1,0,8,0,1,1,-2,1
2025 Scotties Tournament of Hearts,b1627148,-2,-1,1,-5,1,7,1,1,0,-1,1
2025 Scotties Tournament of Hearts,b1627148,-2,-1,1,1,0,6,1,1,1,2,1
2025 Scotties Tournament of Hearts,b1627148,0,0,0,3,-1,5,0,1,0,-1,1
2025 Scotties Tournament of Hearts,b1627148,-1,-3,-1,1,0,4,1,1,1,2,1
2025 Scotties Tournament of Hearts,b1627148,0,4,1,1,0,3,0,1,0,-1,1
2025 Scotties Tournament of Hearts,b1627148,0,1,3,-4,1,2,1,1,1,1,1
2025 Scotties Tournament of Hearts,b1627148,-1,0,0,3,-1,1,0,1,0,1,1
2025 Scotties Tournament of Hearts,b1627148,-1,0,-3,4,-1,0,0,1,1,-1,1
2025 Scotties Tournament of Hearts,3dbba2e4,1,-1,1,5,-2,9,0,0,0,-1,0
2025 Scotties Tournament of Hearts,3dbba2e4,-1,-5,1,0,0,8,1,0,1,-1,0
2025 Scotties Tournament of Hearts,3dbba2e4,-1,-3,-4,-8,3,7,1,0,0,-3,0
2025 Scotties Tournament of Hearts,3dbba2e4,1,-4,-3,6,1,6,1,0,1,2,0
2025 Scotties Tournament of Hearts,3dbba2e4,1,-2,3,0,0,5,0,0,0,-1,0
2025 Scotties Tournament of Hearts,3dbba2e4,-1,-5,-1,-1,0,4,1,0,1,1,0
2025 Scotties Tournament of Hearts,3dbba2e4,-1,-1,0,1,0,3,0,0,0,1,0
2025 Scotties Tournament of Hearts,3dbba2e4,-1,-4,-5,-1,1,2,0,0,1,-3,0
2025 Scotties Tournament of Hearts,3dbba2e4,1,-5,-6,-1,1,1,1,0,0,1,0
2025 Scotties Tournament of Hearts,fd8fe7d9,0,0,2,2,0,9,0,0,0,1,1
2025 Scotties Tournament of Hearts,fd8fe7d9,1,0,2,2,-1,8,0,0,1,1,1
2025 Scotties Tournament of Hearts,fd8fe7d9,1,0,1,2,0,7,0,0,0,-3,1
2025 Scotties Tournament of Hearts,fd8fe7d9,-1,-1,-1,-1,1,6,1,0,1,2,1
2025 Scotties Tournament of Hearts,fd8fe7d9,0,0,0,-1,0,5,0,0,0,-1,1
2025 Scotties Tournament of Hearts,fd8fe7d9,1,-3,0,-2,0,4,1,0,1,1,1
2025 Scotties Tournament of Hearts,fd8fe7d9,0,5,-1,0,0,3,0,0,0,0,1
2025 Scotties Tournament of Hearts,fd8fe7d9,1,1,4,0,-1,2,0,0,1,-2,1
2025 Scotties Tournament of Hearts,fd8fe7d9,1,2,0,-4,2,1,1,0,0,1,1
2025 Scotties Tournament of Hearts,fd8fe7d9,0,0,0,4,-1,0,0,0,1,1,1
2025 Scotties Tournament of Hearts,63fb57e4,-1,0,4,-4,0,9,0,0,0,0,0
2025 Scotties Tournament of Hearts,63fb57e4,1,2,0,-5,1,8,0,0,1,-2,0
2025 Scotties Tournament of Hearts,63fb57e4,4,1,2,0,0,7,1,0,0,0,0
2025 Scotties Tournament of Hearts,63fb57e4,5,1,-4,-3,1,6,1,0,1,1,0
2025 Scotties Tournament of Hearts,63fb57e4,-2,-1,-5,1,0,5,0,0,0,-2,0
2025 Scotties Tournament of Hearts,63fb57e4,3,4,0,4,-1,4,1,0,1,3,0
2025 Scotties Tournament of Hearts,63fb57e4,-2,1,3,4,-2,3,0,0,0,1,0
2025 Scotties Tournament of Hearts,63fb57e4,-2,2,-3,4,-1,2,0,0,1,2,0
2025 Scotties Tournament of Hearts,63fb57e4,0,-1,0,0,-1,1,0,0,0,-2,0
2025 Scotties Tournament of Hearts,63fb57e4,-4,1,-3,0,0,0,1,0,1,-1,0
2025 Scotties Tournament of Hearts,63fb57e4,-6,0,1,-3,0,-1,1,0,0,-1,0
2025 Scotties Tournament of Hearts,5fa4fb2d,-2,-2,0,-2,0,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,5fa4fb2d,1,0,1,4,-1,8,0,1,1,0,0
2025 Scotties Tournament of Hearts,5fa4fb2d,0,-3,1,1,0,7,0,1,0,-1,0
2025 Scotties Tournament of Hearts,5fa4fb2d,-6,0,-1,-6,1,6,1,1,1,-2,0
2025 Scotties Tournament of Hearts,5fa4fb2d,3,-3,-3,-1,0,5,1,1,0,1,0
2025 Scotties Tournament of Hearts,5fa4fb2d,0,-2,-1,2,0,4,0,1,1,-1,0
2025 Scotties Tournament of Hearts,5fa4fb2d,0,3,-3,2,0,3,1,1,0,2,0
2025 Scotties Tournament of Hearts,5fa4fb2d,0,-1,2,6,-1,2,0,1,1,1,0
2025 Scotties Tournament of Hearts,5fa4fb2d,0,0,-1,-3,0,1,0,1,0,-3,0
2025 Scotties Tournament of Hearts,84a99882,0,0,-1,-4,1,9,0,0,0,-2,0
2025 Scotties Tournament of Hearts,84a99882,-4,-4,0,2,0,8,1,0,1,1,0
2025 Scotties Tournament of Hearts,84a99882,1,-4,0,1,-1,7,0,0,0,-1,0
2025 Scotties Tournament of Hearts,84a99882,-6,2,-3,-3,0,6,1,0,1,1,0
2025 Scotties Tournament of Hearts,84a99882,3,2,-5,1,-1,5,0,0,0,2,0
2025 Scotties Tournament of Hearts,84a99882,0,-1,-1,-3,1,4,0,0,1,-2,0
2025 Scotties Tournament of Hearts,84a99882,0,0,-6,-7,3,3,1,0,0,-3,0
2025 Scotties Tournament of Hearts,84a99882,-1,-3,-3,-6,1,2,1,0,1,-3,0
2025 Scotties Tournament of Hearts,059d4f01,-1,-1,1,-2,0,9,0,0,0,0,1
2025 Scotties Tournament of Hearts,059d4f01,-2,1,-4,1,0,8,0,0,1,-3,1
2025 Scotties Tournament of Hearts,059d4f01,-2,1,-1,1,0,7,1,0,0,2,1
2025 Scotties Tournament of Hearts,059d4f01,0,-1,-3,-4,0,6,0,0,1,-2,1
2025 Scotties Tournament of Hearts,059d4f01,1,-4,0,-5,1,5,1,0,0,-2,1
2025 Scotties Tournament of Hearts,059d4f01,1,-1,0,2,0,4,1,0,1,3,1
2025 Scotties Tournament of Hearts,059d4f01,-3,0,-1,-1,0,3,0,0,0,-1,1
2025 Scotties Tournament of Hearts,059d4f01,0,1,0,3,0,2,1,0,1,3,1
2025 Scotties Tournament of Hearts,059d4f01,2,0,-2,0,0,1,0,0,0,-1,1
2025 Scotties Tournament of Hearts,059d4f01,-1,0,0,5,-1,0,1,0,1,2,1
2025 Scotties Tournament of Hearts,3b8b49ce,-2,-1,0,1,0,9,1,1,0,2,1
2025 Scotties Tournament of Hearts,3b8b49ce,0,-3,-1,-4,1,8,0,1,1,-3,1
2025 Scotties Tournament of Hearts,3b8b49ce,1,-1,-3,-1,0,7,1,1,0,1,1
2025 Scotties Tournament of Hearts,3b8b49ce,1,0,2,5,-1,6,0,1,1,1,1
2025 Scotties Tournament of Hearts,3b8b49ce,2,1,0,6,-1,5,0,1,0,1,1
2025 Scotties Tournament of Hearts,3b8b49ce,0,2,-3,-1,1,4,0,1,1,-2,1
2025 Scotties Tournament of Hearts,3b8b49ce,0,2,0,0,0,3,1,1,0,2,1
2025 Scotties Tournament of Hearts,3b8b49ce,0,1,0,2,-1,2,0,1,1,-1,1
2025 Scotties Tournament of Hearts,3b8b49ce,-1,0,-1,-3,1,1,1,1,0,1,1
2025 Scotties Tournament of Hearts,3b8b49ce,-1,1,-2,0,-1,0,0,1,1,1,1
2025 Scotties Tournament of Hearts,e5f13e90,0,-3,0,-5,1,9,1,1,0,-1,1
2025 Scotties Tournament of Hearts,e5f13e90,0,-4,-2,-4,0,8,1,1,1,-1,1
2025 Scotties Tournament of Hearts,e5f13e90,1,0,-2,-6,1,7,1,1,0,-1,1
2025 Scotties Tournament of Hearts,e5f13e90,1,3,1,-2,0,6,1,1,1,1,1
2025 Scotties Tournament of Hearts,e5f13e90,3,1,5,-6,0,5,0,1,0,-2,1
2025 Scotties Tournament of Hearts,e5f13e90,0,3,1,1,0,4,1,1,1,2,1
2025 Scotties Tournament of Hearts,e5f13e90,0,0,1,4,-1,3,0,1,0,2,1
2025 Scotties Tournament of Hearts,e5f13e90,-1,0,-2,3,-1,2,0,1,1,1,1
2025 Scotties Tournament of Hearts,e5f13e90,-2,1,2,0,0,1,0,1,0,-1,1
2025 Scotties Tournament of Hearts,ff853573,-2,-1,-3,4,-1,9,0,0,0,1,0
2025 Scotties Tournament of Hearts,ff853573,2,1,-1,1,0,8,0,0,1,-1,0
2025 Scotties Tournament of Hearts,ff853573,3,0,-1,-2,0,7,1,0,0,1,0
2025 Scotties Tournament of Hearts,ff853573,-1,-2,-1,1,0,6,0,0,1,-1,0
2025 Scotties Tournament of Hearts,ff853573,1,1,-2,-3,1,5,1,0,0,-2,0
2025 Scotties Tournament of Hearts,ff853573,-2,1,-2,-2,1,4,1,0,1,1,0
2025 Scotties Tournament of Hearts,ff853573,-4,-2,1,-2,0,3,0,0,0,0,0
2025 Scotties Tournament of Hearts,ff853573,1,-1,-3,1,1,2,0,0,1,-1,0
2025 Scotties Tournament of Hearts,ff853573,-3,-5,-4,-1,1,1,1,0,0,1,0
2025 Scotties Tournament of Hearts,2f1e3b8b,-1,0,-1,-2,0,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,2f1e3b8b,0,3,1,-5,1,8,0,1,1,-2,0
2025 Scotties Tournament of Hearts,2f1e3b8b,-2,0,-2,-5,1,7,1,1,0,-4,0
2025 Scotties Tournament of Hearts,2f1e3b8b,1,0,1,0,0,6,1,1,1,1,0
2025 Scotties Tournament of Hearts,2f1e3b8b,0,0,0,-2,1,5,0,1,0,0,0
2025 Scotties Tournament of Hearts,2f1e3b8b,0,-4,0,-2,0,4,0,1,1,-2,0
2025 Scotties Tournament of Hearts,2f1e3b8b,2,0,1,-2,1,3,1,1,0,1,0
2025 Scotties Tournament of Hearts,2f1e3b8b,0,-3,0,-6,1,2,0,1,1,-4,0
2025 Scotties Tournament of Hearts,9b237c55,0,0,0,0,0,9,1,1,0,0,1
2025 Scotties Tournament of Hearts,9b237c55,1,7,-2,3,0,8,1,1,1,2,1
2025 Scotties Tournament of Hearts,9b237c55,0,3,6,0,-2,7,0,1,0,1,1
2025 Scotties Tournament of Hearts,9b237c55,-1,-2,3,0,0,6,0,1,1,-1,1
2025 Scotties Tournament of Hearts,9b237c55,0,5,4,2,-1,5,1,1,0,2,1
2025 Scotties Tournament of Hearts,9b237c55,1,2,-4,-2,1,4,0,1,1,-2,1
2025 Scotties Tournament of Hearts,9b237c55,-2,8,0,-4,1,3,1,1,0,1,1
2025 Scotties Tournament of Hearts,9b237c55,0,2,0,1,0,2,0,1,1,-1,1
2025 Scotties Tournament of Hearts,9b237c55,5,2,0,4,0,1,1,1,0,2,1
2025 Scotties Tournament of Hearts,27fa55fd,1,4,1,1,0,9,1,1,0,2,1
2025 Scotties Tournament of Hearts,27fa55fd,2,2,3,6,-1,8,0,1,1,3,1
2025 Scotties Tournament of Hearts,27fa55fd,3,5,-1,-1,0,7,0,1,0,-1,1
2025 Scotties Tournament of Hearts,27fa55fd,-1,0,-2,2,0,6,1,1,1,2,1
2025 Scotties Tournament of Hearts,27fa55fd,-4,3,4,7,-1,5,0,1,0,3,1
2025 Scotties Tournament of Hearts,27fa55fd,-4,2,1,-1,0,4,0,1,1,-1,1
2025 Scotties Tournament of Hearts,27fa55fd,1,0,1,1,0,3,1,1,0,3,1
2025 Scotties Tournament of Hearts,27fa55fd,0,6,1,3,-1,2,0,1,1,-1,1
2025 Scotties Tournament of Hearts,66953e4a,5,4,2,3,0,9,1,1,0,2,1
2025 Scotties Tournament of Hearts,66953e4a,3,4,-4,6,-1,8,0,1,1,2,1
2025 Scotties Tournament of Hearts,66953e4a,4,-1,0,4,-1,7,0,1,0,1,1
2025 Scotties Tournament of Hearts,66953e4a,-1,3,-1,2,0,6,0,1,1,-1,1
2025 Scotties Tournament of Hearts,66953e4a,-2,0,2,0,0,5,1,1,0,1,1
2025 Scotties Tournament of Hearts,66953e4a,1,2,4,0,-1,4,0,1,1,-1,1
2025 Scotties Tournament of Hearts,66953e4a,0,0,0,-1,0,3,1,1,0,1,1
2025 Scotties Tournament of Hearts,66953e4a,1,2,6,6,-1,2,0,1,1,3,1
2025 Scotties Tournament of Hearts,e68d385e,-1,1,-1,-4,1,9,0,0,0,-3,0
2025 Scotties Tournament of Hearts,e68d385e,2,-2,-2,-2,1,8,1,0,1,1,0
2025 Scotties Tournament of Hearts,e68d385e,4,1,0,-6,1,7,0,0,0,-2,0
2025 Scotties Tournament of Hearts,e68d385e,0,2,2,2,0,6,1,0,1,2,0
2025 Scotties Tournament of Hearts,e68d385e,-2,-3,-1,-3,0,5,0,0,0,-2,0
2025 Scotties Tournament of Hearts,e68d385e,-1,2,-1,-2,0,4,1,0,1,-1,0
2025 Scotties Tournament of Hearts,e68d385e,1,0,0,-1,0,3,1,0,0,1,0
2025 Scotties Tournament of Hearts,e68d385e,0,2,1,-1,0,2,0,0,1,-3,0
2025 Scotties Tournament of Hearts,8b6778bd,-4,-1,2,0,0,9,0,0,0,0,1
2025 Scotties Tournament of Hearts,8b6778bd,0,0,-2,-2,0,8,0,0,1,-2,1
2025 Scotties Tournament of Hearts,8b6778bd,1,-1,0,4,-1,7,1,0,0,2,1
2025 Scotties Tournament of Hearts,8b6778bd,1,2,2,1,0,6,0,0,1,-1,1
2025 Scotties Tournament of Hearts,8b6778bd,-1,3,2,-2,1,5,1,0,0,-1,1
2025 Scotties Tournament of Hearts,8b6778bd,0,-2,-2,-2,1,4,1,0,1,1,1
2025 Scotties Tournament of Hearts,8b6778bd,3,3,0,-2,0,3,0,0,0,-1,1
2025 Scotties Tournament of Hearts,8b6778bd,0,0,-1,2,0,2,1,0,1,2,1
2025 Scotties Tournament of Hearts,8b6778bd,3,0,-1,6,-1,1,0,0,0,1,1
2025 Scotties Tournament of Hearts,8b6778bd,2,-2,4,2,0,0,0,0,1,-1,1
2025 Scotties Tournament of Hearts,92f9ef8f,0,0,0,4,-1,9,0,0,0,0,0
2025 Scotties Tournament of Hearts,92f9ef8f,0,0,0,0,0,8,0,0,1,0,0
2025 Scotties Tournament of Hearts,92f9ef8f,-1,1,-3,7,-1,7,0,0,0,1,0
2025 Scotties Tournament of Hearts,92f9ef8f,0,6,1,3,0,6,0,0,1,-2,0
2025 Scotties Tournament of Hearts,92f9ef8f,0,-1,3,2,0,5,1,0,0,2,0
2025 Scotties Tournament of Hearts,92f9ef8f,0,1,-1,-2,0,4,0,0,1,-3,0
2025 Scotties Tournament of Hearts,92f9ef8f,1,4,1,1,0,3,1,0,0,2,0
2025 Scotties Tournament of Hearts,92f9ef8f,0,-2,-6,-3,1,2,0,0,1,-2,0
2025 Scotties Tournament of Hearts,92f9ef8f,2,0,0,-3,0,1,1,0,0,1,0
2025 Scotties Tournament of Hearts,4b378ef3,1,-4,5,4,-2,9,0,0,0,1,1
2025 Scotties Tournament of Hearts,4b378ef3,1,0,0,-1,0,8,0,0,1,0,1
2025 Scotties Tournament of Hearts,4b378ef3,1,1,1,6,-1,7,0,0,0,1,1
2025 Scotties Tournament of Hearts,4b378ef3,2,1,1,3,0,6,0,0,1,1,1
2025 Scotties Tournament of Hearts,4b378ef3,0,0,1,5,-1,5,0,0,0,1,1
2025 Scotties Tournament of Hearts,4b378ef3,3,-1,1,6,0,4,0,0,1,1,1
2025 Scotties Tournament of Hearts,4b378ef3,-2,-1,4,6,-2,3,0,0,0,1,1
2025 Scotties Tournament of Hearts,4b378ef3,0,0,4,4,0,2,0,0,1,2,1
2025 Scotties Tournament of Hearts,4b378ef3,-4,-2,0,0,0,1,0,0,0,-2,1
2025 Scotties Tournament of Hearts,4611cb53,3,4,-2,-4,1,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,4611cb53,-2,2,3,-2,-1,8,0,1,1,-2,0
2025 Scotties Tournament of Hearts,4611cb53,-4,2,0,1,0,7,1,1,0,2,0
2025 Scotties Tournament of Hearts,4611cb53,2,2,3,2,0,6,0,1,1,1,0
2025 Scotties Tournament of Hearts,4611cb53,3,3,-2,-3,0,5,0,1,0,-2,0
2025 Scotties Tournament of Hearts,4611cb53,2,-3,2,5,-1,4,1,1,1,3,0
2025 Scotties Tournament of Hearts,4611cb53,2,0,0,4,-1,3,0,1,0,-1,0
2025 Scotties Tournament of Hearts,4611cb53,-6,1,-1,-2,1,2,1,1,1,-1,0
2025 Scotties Tournament of Hearts,4611cb53,-3,2,-3,-1,0,1,1,1,0,1,0
2025 Scotties Tournament of Hearts,4611cb53,0,-4,-1,-2,0,0,0,1,1,-3,0
2025 Scotties Tournament of Hearts,0bc44976,-1,1,-1,3,0,9,1,1,0,2,1
2025 Scotties Tournament of Hearts,0bc44976,5,1,3,6,-1,8,0,1,1,3,1
2025 Scotties Tournament of Hearts,0bc44976,0,0,2,4,-1,7,0,1,0,1,1
2025 Scotties Tournament of Hearts,0bc44976,-1,0,3,-1,0,6,0,1,1,-2,1
2025 Scotties Tournament of Hearts,0bc44976,-4,-3,1,-4,1,5,1,1,0,1,1
2025 Scotties Tournament of Hearts,0bc44976,-1,2,-2,3,1,4,0,1,1,5,1
2025 Scotties Tournament of Hearts,0bc44976,-1,5,1,3,0,3,0,1,0,-2,1
2025 Scotties Tournament of Hearts,0bc44976,-2,6,4,5,-2,2,1,1,1,3,1
2025 Scotties Tournament of Hearts,d2a0ed6e,-4,0,0,-2,0,9,1,1,0,0,0
2025 Scotties Tournament of Hearts,d2a0ed6e,0,0,-2,-2,1,8,1,1,1,1,0
2025 Scotties Tournament of Hearts,d2a0ed6e,-2,7,0,6,-2,7,0,1,0,1,0
2025 Scotties Tournament of Hearts,d2a0ed6e,7,-1,4,0,0,6,0,1,1,-2,0
2025 Scotties Tournament of Hearts,d2a0ed6e,0,-2,-3,-4,2,5,1,1,0,-2,0
2025 Scotties Tournament of Hearts,d2a0ed6e,-2,-1,3,1,0,4,1,1,1,2,0
2025 Scotties Tournament of Hearts,d2a0ed6e,3,3,0,-4,0,3,0,1,0,-2,0
2025 Scotties Tournament of Hearts,d2a0ed6e,1,0,2,3,-1,2,1,1,1,2,0
2025 Scotties Tournament of Hearts,d2a0ed6e,1,0,2,-1,-1,1,0,1,0,-1,0
2025 Scotties Tournament of Hearts,d2a0ed6e,0,1,-4,-5,3,0,1,1,1,-1,0
2025 Scotties Tournament of Hearts,05356474,0,0,3,-1,0,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,05356474,-1,-1,-1,-5,1,8,0,1,1,-3,0
2025 Scotties Tournament of Hearts,05356474,-4,-2,-6,-1,2,7,1,1,0,1,0
2025 Scotties Tournament of Hearts,05356474,2,0,-1,-1,0,6,0,1,1,-2,0
2025 Scotties Tournament of Hearts,05356474,-3,-5,-3,-5,1,5,1,1,0,-1,0
2025 Scotties Tournament of Hearts,05356474,0,3,0,-3,1,4,1,1,1,1,0
