event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2025 Scotties Tournament of Hearts,1b5617c5,1,-1,-2,-2,0,4,0,0,1,-2,0
2025 Scotties Tournament of Hearts,1b5617c5,0,1,-1,0,0,3,1,0,0,1,0
2025 Scotties Tournament of Hearts,1b5617c5,0,-2,0,-3,0,2,0,0,1,-2,0
2025 Scotties Tournament of Hearts,162e5be1,-1,-1,3,-1,0,9,0,0,0,-1,0
2025 Scotties Tournament of Hearts,162e5be1,-3,-2,-3,-7,1,8,1,0,1,-2,0
2025 Scotties Tournament of Hearts,162e5be1,-2,1,0,0,0,7,1,0,0,0,0
2025 Scotties Tournament of Hearts,162e5be1,0,3,0,-2,1,6,1,0,1,-1,0
2025 Scotties Tournament of Hearts,162e5be1,0,0,-3,2,0,5,1,0,0,2,0
2025 Scotties Tournament of Hearts,162e5be1,3,0,-1,-1,1,4,0,0,1,0,0
2025 Scotties Tournament of Hearts,162e5be1,4,0,-3,-4,1,3,0,0,0,-2,0
2025 Scotties Tournament of Hearts,162e5be1,-3,0,-1,2,0,2,1,0,1,2,0
2025 Scotties Tournament of Hearts,162e5be1,0,1,-1,0,0,1,0,0,0,-1,0
2025 Scotties Tournament of Hearts,f1160e66,-7,-1,-3,-4,2,9,1,1,0,-1,1
2025 Scotties Tournament of Hearts,f1160e66,0,-4,-2,4,-1,8,1,1,1,2,1
2025 Scotties Tournament of Hearts,f1160e66,-1,0,-4,-6,1,7,0,1,0,-2,1
2025 Scotties Tournament of Hearts,f1160e66,-2,-2,-4,-5,2,6,1,1,1,-3,1
2025 Scotties Tournament of Hearts,f1160e66,0,1,-6,-3,2,5,1,1,0,1,1
2025 Scotties Tournament of Hearts,f1160e66,1,-2,0,1,0,4,0,1,1,-1,1
2025 Scotties Tournament of Hearts,f1160e66,-4,1,-4,4,0,3,1,1,0,2,1
2025 Scotties Tournament of Hearts,f1160e66,3,1,2,6,-1,2,0,1,1,3,1
2025 Scotties Tournament of Hearts,f1160e66,0,2,2,1,0,1,0,1,0,-1,1
2025 Scotties Tournament of Hearts,f1160e66,-4,0,0,6,-1,0,1,1,1,1,1
2025 Scotties Tournament of Hearts,1431d74b,0,4,0,0,0,9,0,0,0,0,1
2025 Scotties Tournament of Hearts,1431d74b,3,3,0,5,-1,8,0,0,1,2,1
2025 Scotties Tournament of Hearts,1431d74b,-1,0,-2,-4,0,7,0,0,0,-2,1
2025 Scotties Tournament of Hearts,1431d74b,0,3,-2,1,0,6,1,0,1,2,1
2025 Scotties Tournament of Hearts,1431d74b,-3,0,0,2,-1,5,0,0,0,1,1
2025 Scotties Tournament of Hearts,1431d74b,-2,-3,-1,-1,0,4,0,0,1,-2,1
2025 Scotties Tournament of Hearts,1431d74b,1,1,-1,3,0,3,1,0,0,2,1
2025 Scotties Tournament of Hearts,1431d74b,1,-1,3,5,-2,2,0,0,1,3,1
2025 Scotties Tournament of Hearts,c566cdf0,2,-2,0,3,-1,9,0,0,0,0,1
2025 Scotties Tournament of Hearts,c566cdf0,1,2,0,0,0,8,0,0,1,0,1
2025 Scotties Tournament of Hearts,c566cdf0,2,5,5,6,-1,7,0,0,0,2,1
2025 Scotties Tournament of Hearts,c566cdf0,0,3,-2,-2,0,6,0,0,1,-2,1
2025 Scotties Tournament of Hearts,c566cdf0,2,2,4,0,0,5,1,0,0,0,1
2025 Scotties Tournament of Hearts,c566cdf0,0,-2,6,6,-2,4,1,0,1,5,1
2025 Scotties Tournament of Hearts,c566cdf0,-2,-2,0,2,-1,3,0,0,0,1,1
2025 Scotties Tournament of Hearts,c566cdf0,-1,-3,-1,-6,1,2,0,0,1,-3,1
2025 Scotties Tournament of Hearts,c566cdf0,-4,5,5,2,-1,1,1,0,0,2,1
2025 Scotties Tournament of Hearts,e80b4088,0,2,2,-1,1,9,0,0,0,0,1
2025 Scotties Tournament of Hearts,e80b4088,-2,5,4,2,0,8,0,0,1,-1,1
2025 Scotties Tournament of Hearts,e80b4088,0,1,3,0,0,7,1,0,0,2,1
2025 Scotties Tournament of Hearts,e80b4088,-1,3,2,6,-1,6,0,0,1,2,1
2025 Scotties Tournament of Hearts,e80b4088,-1,2,5,1,-1,5,0,0,0,-1,1
2025 Scotties Tournament of Hearts,e80b4088,1,-3,-3,0,0,4,1,0,1,1,1
2025 Scotties Tournament of Hearts,e80b4088,-3,0,-1,2,0,3,0,0,0,-1,1
2025 Scotties Tournament of Hearts,e80b4088,-6,6,2,3,0,2,1,0,1,3,1
2025 Scotties Tournament of Hearts,e80b4088,-4,-4,0,3,0,1,0,0,0,-1,1
2025 Scotties Tournament of Hearts,c9e9c0d5,-6,4,-5,6,0,9,1,1,0,2,1
2025 Scotties Tournament of Hearts,c9e9c0d5,2,1,-2,3,0,8,0,1,1,1,1
2025 Scotties Tournament of Hearts,c9e9c0d5,-4,0,1,4,-1,7,0,1,0,1,1
2025 Scotties Tournament of Hearts,c9e9c0d5,0,1,3,0,1,6,0,1,1,-1,1
2025 Scotties Tournament of Hearts,c9e9c0d5,-2,0,4,2,0,5,1,1,0,1,1
2025 Scotties Tournament of Hearts,c9e9c0d5,-2,2,1,2,0,4,0,1,1,-1,1
2025 Scotties Tournament of Hearts,c9e9c0d5,-2,0,0,0,0,3,1,1,0,1,1
2025 Scotties Tournament of Hearts,c9e9c0d5,0,1,0,-6,1,2,0,1,1,-3,1
2025 Scotties Tournament of Hearts,c9e9c0d5,0,5,0,-1,1,1,1,1,0,1,1
2025 Scotties Tournament of Hearts,e04aba7a,0,2,-2,1,0,9,1,1,0,1,1
2025 Scotties Tournament of Hearts,e04aba7a,6,4,1,0,0,8,0,1,1,-1,1
2025 Scotties Tournament of Hearts,e04aba7a,-3,0,-1,-5,1,7,1,1,0,-1,1
2025 Scotties Tournament of Hearts,e04aba7a,0,0,-4,2,1,6,1,1,1,1,1
2025 Scotties Tournament of Hearts,e04aba7a,3,4,0,7,-2,5,0,1,0,2,1
2025 Scotties Tournament of Hearts,e04aba7a,-2,0,-1,2,-1,4,0,1,1,1,1
2025 Scotties Tournament of Hearts,e04aba7a,3,2,6,0,-1,3,0,1,0,-1,1
2025 Scotties Tournament of Hearts,e04aba7a,-2,0,-1,-7,2,2,1,1,1,-1,1
2025 Scotties Tournament of Hearts,e04aba7a,1,1,2,0,0,1,1,1,0,2,1
2025 Scotties Tournament of Hearts,470a8fcc,-1,-1,0,0,0,9,1,1,0,0,1
2025 Scotties Tournament of Hearts,470a8fcc,0,1,-1,3,-1,8,1,1,1,3,1
2025 Scotties Tournament of Hearts,470a8fcc,-1,0,4,-1,-1,7,0,1,0,-1,1
2025 Scotties Tournament of Hearts,470a8fcc,-2,-4,8,0,-2,6,1,1,1,2,1
2025 Scotties Tournament of Hearts,470a8fcc,-3,2,0,-1,0,5,0,1,0,-2,1
2025 Scotties Tournament of Hearts,470a8fcc,-4,0,0,-2,0,4,1,1,1,1,1
2025 Scotties Tournament of Hearts,470a8fcc,-3,3,-3,-1,0,3,0,1,0,-2,1
2025 Scotties Tournament of Hearts,470a8fcc,-2,2,5,-2,0,2,1,1,1,1,1
2025 Scotties Tournament of Hearts,470a8fcc,-2,1,-2,4,-1,1,0,1,0,-1,1
2025 Scotties Tournament of Hearts,470a8fcc,3,1,-1,3,0,0,1,1,1,3,1
2025 Scotties Tournament of Hearts,8cd2bf08,4,1,0,4,-1,9,0,0,0,-1,0
2025 Scotties Tournament of Hearts,8cd2bf08,1,0,1,1,0,8,1,0,1,2,0
2025 Scotties Tournament of Hearts,8cd2bf08,5,-4,-2,-6,1,7,0,0,0,-3,0
2025 Scotties Tournament of Hearts,8cd2bf08,1,-2,-2,2,0,6,1,0,1,2,0
2025 Scotties Tournament of Hearts,8cd2bf08,0,-1,0,4,-1,5,0,0,0,-1,0
2025 Scotties Tournament of Hearts,8cd2bf08,2,4,3,-4,1,4,1,0,1,0,0
2025 Scotties Tournament of Hearts,8cd2bf08,2,-2,0,-5,1,3,1,0,0,1,0
2025 Scotties Tournament of Hearts,8cd2bf08,0,-4,-4,-1,0,2,0,0,1,-2,0
2025 Scotties Tournament of Hearts,8cd2bf08,0,-1,2,5,-1,1,1,0,0,3,0
2025 Scotties Tournament of Hearts,c41806cc,2,-3,-1,4,-1,9,0,0,0,1,0
2025 Scotties Tournament of Hearts,c41806cc,-1,0,-4,0,0,8,0,0,1,-2,0
2025 Scotties Tournament of Hearts,c41806cc,0,-6,-2,-4,1,7,1,0,0,-2,0
2025 Scotties Tournament of Hearts,c41806cc,1,-2,0,-5,1,6,1,0,1,-1,0
2025 Scotties Tournament of Hearts,c41806cc,1,-1,2,-8,2,5,1,0,0,-2,0
2025 Scotties Tournament of Hearts,c41806cc,2,1,-4,3,0,4,1,0,1,2,0
2025 Scotties Tournament of Hearts,c41806cc,1,-1,2,-3,0,3,0,0,0,-2,0
2025 Scotties Tournament of Hearts,c41806cc,-3,4,-1,-5,1,2,1,0,1,1,0
2025 Scotties Tournament of Hearts,f9acd0d6,0,-1,-1,5,-1,9,0,0,0,1,0
2025 Scotties Tournament of Hearts,f9acd0d6,2,2,0,-4,1,8,0,0,1,-2,0
2025 Scotties Tournament of Hearts,f9acd0d6,2,-2,-2,0,0,7,1,0,0,0,0
2025 Scotties Tournament of Hearts,f9acd0d6,1,3,-1,-5,1,6,1,0,1,1,0
2025 Scotties Tournament of Hearts,f9acd0d6,-3,1,0,-6,1,5,0,0,0,-2,0
2025 Scotties Tournament of Hearts,f9acd0d6,-4,3,0,6,-1,4,1,0,1,3,0
2025 Scotties Tournament of Hearts,f9acd0d6,-3,1,-4,-6,1,3,0,0,0,-3,0
2025 Scotties Tournament of Hearts,f9acd0d6,-2,0,0,0,0,2,1,0,1,1,0
2025 Scotties Tournament of Hearts,f9acd0d6,-2,-3,-4,-4,0,1,0,0,0,-2,0
2025 Scotties Tournament of Hearts,59913307,0,0,0,0,0,9,0,0,0,0,0
2025 Scotties Tournament of Hearts,59913307,-2,-1,4,0,-1,8,0,0,1,-1,0
2025 Scotties Tournament of Hearts,59913307,1,6,0,-7,2,7,1,0,0,-1,0
2025 Scotties Tournament of Hearts,59913307,-4,-1,4,-5,0,6,1,0,1,-1,0
2025 Scotties Tournament of Hearts,59913307,0,2,4,3,-1,5,1,0,0,3,0
2025 Scotties Tournament of Hearts,59913307,1,-2,-3,2,0,4,0,0,1,-2,0
2025 Scotties Tournament of Hearts,59913307,0,-2,0,-2,1,3,1,0,0,-2,0
2025 Scotties Tournament of Hearts,59913307,0,0,-5,-4,2,2,1,0,1,-1,0
2025 Scotties Tournament of Hearts,59913307,0,0,-2,-4,1,1,1,0,0,-1,0
2025 Scotties Tournament of Hearts,27251369,-5,-4,-1,1,0,9,0,0,0,-1,0
2025 Scotties Tournament of Hearts,27251369,2,0,3,0,0,8,1,0,1,1,0
2025 Scotties Tournament of Hearts,27251369,-2,-2,0,2,0,7,0,0,0,0,0
2025 Scotties Tournament of Hearts,27251369,-1,-3,-2,-6,1,6,0,0,1,-3,0
2025 Scotties Tournament of Hearts,27251369,-4,-1,-1,-8,2,5,1,0,0,-5,0
2025 Scotties Tournament of Hearts,27251369,0,-1,-2,-3,1,4,1,0,1,-2,0
2025 Scotties Tournament of Hearts,27251369,1,4,-3,-8,2,3,1,0,0,-4,0
2025 Scotties Tournament of Hearts,27251369,1,-2,-2,-2,0,2,1,0,1,1,0
2025 Scotties Tournament of Hearts,7c6537a1,5,3,1,4,-1,9,0,0,0,2,1
2025 Scotties Tournament of Hearts,7c6537a1,2,-2,2,0,0,8,0,0,1,-2,1
2025 Scotties Tournament of Hearts,7c6537a1,0,6,5,6,-3,7,1,0,0,4,1
2025 Scotties Tournament of Hearts,7c6537a1,3,5,-3,1,0,6,0,0,1,-1,1
2025 Scotties Tournament of Hearts,7c6537a1,-1,2,-4,3,1,5,1,0,0,2,1
2025 Scotties Tournament of Hearts,7c6537a1,0,2,3,4,-1,4,0,0,1,2,1
2025 Scotties Tournament of Hearts,7c6537a1,-4,1,0,-1,0,3,0,0,0,-1,1
2025 Scotties Tournament of Hearts,7c6537a1,2,0,0,4,-1,2,1,0,1,3,1
2025 Scotties Tournament of Hearts,31d1e68d,-2,1,0,4,-1,9,0,0,0,-1,1
2025 Scotties Tournament of Hearts,31d1e68d,-1,0,3,0,0,8,1,0,1,3,1
2025 Scotties Tournament of Hearts,31d1e68d,1,2,-1,0,-1,7,0,0,0,-1,1
2025 Scotties Tournament of Hearts,31d1e68d,2,0,-1,3,-1,6,1,0,1,2,1
2025 Scotties Tournament of Hearts,31d1e68d,0,0,2,0,-1,5,0,0,0,1,1
2025 Scotties Tournament of Hearts,31d1e68d,-2,3,-1,0,0,4,0,0,1,-2,1
2025 Scotties Tournament of Hearts,31d1e68d,-1,0,-1,-4,1,3,1,0,0,1,1
2025 Scotties Tournament of Hearts,31d1e68d,0,-2,0,4,-1,2,0,0,1,2,1
2025 Scotties Tournament of Hearts,31d1e68d,-4,-1,-2,5,0,1,0,0,0,2,1
2025 Scotties Tournament of Hearts,3a386dff,-6,-2,0,3,0,9,0,0,0,-1,0
2025 Scotties Tournament of Hearts,3a386dff,2,-1,-1,-5,2,8,1,0,1,-2,0
2025 Scotties Tournament of Hearts,3a386dff,-1,-3,0,1,0,7,1,0,0,0,0
2025 Scotties Tournament of Hearts,3a386dff,-2,-1,2,-5,1,6,1,0,1,1,0
2025 Scotties Tournament of Hearts,3a386dff,-2,-1,-1,0,0,5,0,0,0,-2,0
2025 Scotties Tournament of Hearts,3a386dff,0,-2,1,3,-1,4,1,0,1,2,0
2025 Scotties Tournament of Hearts,3a386dff,-4,0,0,0,0,3,0,0,0,-1,0
2025 Scotties Tournament of Hearts,3a386dff,1,4,2,-1,-1,2,1,0,1,1,0
2025 Scotties Tournament of Hearts,3a386dff,0,-2,0,0,0,1,0,0,0,-2,0
2025 Scotties Tournament of Hearts,94e934dc,0,-1,-1,3,-1,9,0,0,0,1,0
2025 Scotties Tournament of Hearts,94e934dc,4,-4,-1,1,0,8,0,0,1,-2,0
2025 Scotties Tournament of Hearts,94e934dc,0,-3,-3,3,0,7,1,0,0,2,0
2025 Scotties Tournament of Hearts,94e934dc,2,1,-3,-1,1,6,0,0,1,-3,0
2025 Scotties Tournament of Hearts,94e934dc,2,4,-2,-4,1,5,1,0,0,1,0
2025 Scotties Tournament of Hearts,94e934dc,3,1,0,-1,0,4,0,0,1,-1,0
2025 Scotties Tournament of Hearts,94e934dc,1,0,1,-2,0,3,1,0,0,1,0
2025 Scotties Tournament of Hearts,94e934dc,0,0,0,5,-1,2,0,0,1,1,0
2025 Scotties Tournament of Hearts,94e934dc,2,2,3,-1,0,1,0,0,0,-1,0
2025 Scotties Tournament of Hearts,94e934dc,0,-4,0,-3,1,0,1,0,1,1,0
2025 Scotties Tournament of Hearts,3940b40c,0,0,-2,2,-1,9,0,0,0,0,0
2025 Scotties Tournament of Hearts,3940b40c,0,0,-6,0,1,8,0,0,1,-2,0
2025 Scotties Tournament of Hearts,3940b40c,0,0,1,-6,1,7,1,0,0,-1,0
2025 Scotties Tournament of Hearts,3940b40c,-1,0,2,-4,0,6,1,0,1,-1,0
2025 Scotties Tournament of Hearts,3940b40c,1,3,-1,3,0,5,1,0,0,2,0
2025 Scotties Tournament of Hearts,3940b40c,2,-4,-2,2,-1,4,0,0,1,-1,0
2025 Scotties Tournament of Hearts,3940b40c,-3,2,2,2,0,3,1,0,0,2,0
2025 Scotties Tournament of Hearts,3940b40c,-2,3,-2,-7,3,2,0,0,1,-4,0
2025 Scotties Tournament of Hearts,3940b40c,1,4,-5,-1,0,1,1,0,0,1,0
2025 Scotties Tournament of Hearts,f0b4ab14,1,-1,0,0,0,9,0,0,0,0,0
2025 Scotties Tournament of Hearts,f0b4ab14,0,0,-1,2,0,8,0,0,1,-1,0
2025 Scotties Tournament of Hearts,f0b4ab14,0,0,2,-1,1,7,1,0,0,1,0
2025 Scotties Tournament of Hearts,f0b4ab14,4,3,-1,0,0,6,0,0,1,-1,0
2025 Scotties Tournament of Hearts,f0b4ab14,-3,-1,-2,-2,0,5,1,0,0,1,0
2025 Scotties Tournament of Hearts,f0b4ab14,3,2,1,-3,0,4,0,0,1,-2,0
2025 Scotties Tournament of Hearts,f0b4ab14,1,-2,-2,0,0,3,1,0,0,1,0
2025 Scotties Tournament of Hearts,f0b4ab14,0,-1,0,-2,0,2,0,0,1,-2,0
2025 Scotties Tournament of Hearts,f0b4ab14,0,0,-4,-2,1,1,1,0,0,1,0
2025 Scotties Tournament of Hearts,f0de32ec,-1,3,-4,0,1,9,0,0,0,-2,0
2025 Scotties Tournament of Hearts,f0de32ec,-4,0,3,5,-2,8,1,0,1,2,0
2025 Scotties Tournament of Hearts,f0de32ec,-1,1,2,0,0,7,0,0,0,-2,0
2025 Scotties Tournament of Hearts,f0de32ec,-1,0,-1,4,-1,6,1,0,1,1,0
2025 Scotties Tournament of Hearts,f0de32ec,1,-6,0,2,-1,5,0,0,0,-2,0
2025 Scotties Tournament of Hearts,f0de32ec,-3,-6,0,-2,0,4,1,0,1,1,0
2025 Scotties Tournament of Hearts,f0de32ec,0,-2,2,-2,-1,3,0,0,0,-1,0
2025 Scotties Tournament of Hearts,f0de32ec,2,-1,-2,1,1,2,1,0,1,1,0
2025 Scotties Tournament of Hearts,f0de32ec,0,-3,-1,0,0,1,0,0,0,-1,0
2025 Scotties Tournament of Hearts,20e3eb51,-4,3,4,0,-1,9,1,1,0,2,1
2025 Scotties Tournament of Hearts,20e3eb51,0,0,1,0,0,8,0,1,1,-1,1
2025 Scotties Tournament of Hearts,20e3eb51,4,1,1,-2,1,7,1,1,0,0,1
2025 Scotties Tournament of Hearts,20e3eb51,0,1,0,4,-1,6,1,1,1,3,1
2025 Scotties Tournament of Hearts,20e3eb51,1,2,1,5,-1,5,0,1,0,1,1
2025 Scotties Tournament of Hearts,20e3eb51,2,0,3,7,-2,4,0,1,1,1,1
2025 Scotties Tournament of Hearts,20e3eb51,0,3,2,1,0,3,0,1,0,-3,1
2025 Scotties Tournament of Hearts,20e3eb51,0,-1,0,-1,0,2,1,1,1,1,1
2025 Scotties Tournament of Hearts,20e3eb51,0,2,3,1,-1,1,0,1,0,3,1
2025 Scotties Tournament of Hearts,dc8b2f88,3,2,2,0,0,9,0,0,0,-1,0
2025 Scotties Tournament of Hearts,dc8b2f88,-2,3,2,6,-1,8,1,0,1,4,0
2025 Scotties Tournament of Hearts,dc8b2f88,6,2,2,4,-1,7,0,0,0,1,0
2025 Scotties Tournament of Hearts,dc8b2f88,-1,-1,-1,0,0,6,0,0,1,-2,0
2025 Scotties Tournament of Hearts,dc8b2f88,4,3,-3,0,0,5,1,0,0,1,0
2025 Scotties Tournament of Hearts,dc8b2f88,5,-3,-3,0,0,4,0,0,1,-1,0
2025 Scotties Tournament of Hearts,dc8b2f88,1,-1,0,-4,1,3,1,0,0,-1,0
2025 Scotties Tournament of Hearts,dc8b2f88,0,4,-2,-6,1,2,1,0,1,-1,0
2025 Scotties Tournament of Hearts,dc8b2f88,-4,2,0,-5,1,1,1,0,0,-4,0
2025 Scotties Tournament of Hearts,3700f037,-2,-4,-2,0,0,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,3700f037,4,-1,0,-1,0,8,0,1,1,-1,0
2025 Scotties Tournament of Hearts,3700f037,0,-1,2,-2,1,7,1,1,0,0,0
2025 Scotties Tournament of Hearts,3700f037,2,7,2,-6,1,6,1,1,1,-1,0
2025 Scotties Tournament of Hearts,3700f037,-1,5,-2,0,1,5,1,1,0,2,0
2025 Scotties Tournament of Hearts,3700f037,-2,4,1,0,0,4,0,1,1,0,0
2025 Scotties Tournament of Hearts,3700f037,0,0,3,0,0,3,0,1,0,-1,0
2025 Scotties Tournament of Hearts,3700f037,2,3,-3,1,0,2,1,1,1,1,0
2025 Scotties Tournament of Hearts,3700f037,6,3,-4,-3,1,1,0,1,0,-3,0
2025 Scotties Tournament of Hearts,3700f037,0,-1,-1,-3,0,0,1,1,1,1,0
2025 Scotties Tournament of Hearts,5cd91278,3,-1,-2,7,-1,9,0,0,0,1,1
2025 Scotties Tournament of Hearts,5cd91278,2,-1,0,0,0,8,0,0,1,-1,1
2025 Scotties Tournament of Hearts,5cd91278,-1,-1,-1,6,-1,7,1,0,0,2,1
2025 Scotties Tournament of Hearts,5cd91278,1,0,1,2,0,6,0,0,1,1,1
2025 Scotties Tournament of Hearts,5cd91278,-2,4,2,-3,0,5,0,0,0,-2,1
2025 Scotties Tournament of Hearts,5cd91278,-3,1,7,2,-1,4,1,0,1,2,1
2025 Scotties Tournament of Hearts,5cd91278,-1,0,-2,-2,0,3,0,0,0,-2,1
2025 Scotties Tournament of Hearts,5cd91278,-1,3,2,6,0,2,1,0,1,2,1
2025 Scotties Tournament of Hearts,5cd91278,0,1,-2,0,0,1,0,0,0,-2,1
2025 Scotties Tournament of Hearts,068e99df,-1,2,2,2,0,9,0,0,0,-1,1
2025 Scotties Tournament of Hearts,068e99df,0,2,2,4,0,8,1,0,1,4,1
2025 Scotties Tournament of Hearts,068e99df,1,3,-5,-3,2,7,0,0,0,-3,1
2025 Scotties Tournament of Hearts,068e99df,1,-2,-1,3,0,6,1,0,1,3,1
2025 Scotties Tournament of Hearts,068e99df,1,3,4,0,-1,5,0,0,0,0,1
2025 Scotties Tournament of Hearts,068e99df,2,1,-2,-3,0,4,0,0,1,-2,1
2025 Scotties Tournament of Hearts,068e99df,0,1,0,2,0,3,1,0,0,1,1
2025 Scotties Tournament of Hearts,068e99df,-1,1,3,3,-1,2,0,0,1,-1,1
2025 Scotties Tournament of Hearts,068e99df,-4,-1,-1,-2,1,1,1,0,0,1,1
2025 Scotties Tournament of Hearts,068e99df,-1,0,-1,4,-1,0,0,0,1,1,1
2025 Scotties Tournament of Hearts,65c5ffe0,1,-3,-2,4,-1,9,0,0,0,-1,1
2025 Scotties Tournament of Hearts,65c5ffe0,1,2,2,0,0,8,1,0,1,0,1
2025 Scotties Tournament of Hearts,65c5ffe0,2,-4,-4,-2,1,7,1,0,0,0,1
2025 Scotties Tournament of Hearts,65c5ffe0,-1,2,6,-6,0,6,1,0,1,-1,1
2025 Scotties Tournament of Hearts,65c5ffe0,-3,2,3,1,-1,5,1,0,0,1,1
2025 Scotties Tournament of Hearts,65c5ffe0,3,0,1,8,-2,4,0,0,1,1,1
2025 Scotties Tournament of Hearts,65c5ffe0,0,-1,0,0,1,3,0,0,0,-1,1
2025 Scotties Tournament of Hearts,65c5ffe0,3,2,0,0,0,2,1,0,1,1,1
2025 Scotties Tournament of Hearts,65c5ffe0,6,2,-2,0,0,1,0,0,0,0,1
2025 Scotties Tournament of Hearts,65c5ffe0,1,2,3,5,-1,0,0,0,1,3,1
2025 Scotties Tournament of Hearts,699dd9f3,1,0,1,1,0,9,0,0,0,0,1
2025 Scotties Tournament of Hearts,699dd9f3,2,4,-1,0,0,8,0,0,1,-1,1
2025 Scotties Tournament of Hearts,699dd9f3,-1,0,-2,-1,0,7,1,0,0,1,1
2025 Scotties Tournament of Hearts,699dd9f3,0,2,4,0,0,6,0,0,1,2,1
2025 Scotties Tournament of Hearts,699dd9f3,0,5,2,-2,-1,5,0,0,0,-1,1
2025 Scotties Tournament of Hearts,699dd9f3,-3,-3,1,-6,0,4,1,0,1,-1,1
2025 Scotties Tournament of Hearts,699dd9f3,0,4,-5,-1,0,3,1,0,0,1,1
2025 Scotties Tournament of Hearts,699dd9f3,-2,0,-2,-3,0,2,0,0,1,-1,1
2025 Scotties Tournament of Hearts,699dd9f3,-2,0,-2,6,-1,1,1,0,0,3,1
2025 Scotties Tournament of Hearts,53422b50,-1,-1,0,-4,1,9,1,1,0,-1,1
2025 Scotties Tournament of Hearts,53422b50,-1,3,2,1,0,8,1,1,1,2,1
2025 Scotties Tournament of Hearts,53422b50,0,0,-1,3,-1,7,0,1,0,1,1
2025 Scotties Tournament of Hearts,53422b50,0,0,0,4,-1,6,0,1,1,-1,1
2025 Scotties Tournament of Hearts,53422b50,-1,-1,-1,-3,1,5,1,1,0,1,1
2025 Scotties Tournament of Hearts,53422b50,3,1,3,3,-1,4,0,1,1,1,1
2025 Scotties Tournament of Hearts,53422b50,1,5,-4,0,0,3,0,1,0,-1,1
2025 Scotties Tournament of Hearts,53422b50,0,0,0,-4,1,2,1,1,1,-2,1
2025 Scotties Tournament of Hearts,53422b50,-1,1,1,0,0,1,1,1,0,1,1
2025 Scotties Tournament of Hearts,53422b50,2,3,2,5,0,0,0,1,1,-1,1
2025 Scotties Tournament of Hearts,53422b50,0,0,3,0,0,-1,1,1,0,1,1
2025 Scotties Tournament of Hearts,0b19f689,-3,-2,2,-1,-1,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,0b19f689,7,2,0,1,0,8,0,1,1,-1,0
2025 Scotties Tournament of Hearts,0b19f689,-2,-1,-6,-6,2,7,1,1,0,-3,0
2025 Scotties Tournament of Hearts,0b19f689,-5,-4,-6,0,0,6,1,1,1,1,0
2025 Scotties Tournament of Hearts,0b19f689,2,-2,-3,2,1,5,0,1,0,0,0
2025 Scotties Tournament of Hearts,0b19f689,-2,-1,0,-4,1,4,0,1,1,-2,0
2025 Scotties Tournament of Hearts,0b19f689,-3,-2,-3,-7,2,3,1,1,0,-1,0
2025 Scotties Tournament of Hearts,0b19f689,2,0,-2,3,0,2,1,1,1,2,0
2025 Scotties Tournament of Hearts,0b19f689,2,0,0,0,0,1,0,1,0,1,0
2025 Scotties Tournament of Hearts,0b19f689,2,3,-2,2,0,0,0,1,1,1,0
2025 Scotties Tournament of Hearts,d9dd70a7,1,-3,4,0,-1,9,1,1,0,1,1
2025 Scotties Tournament of Hearts,d9dd70a7,2,2,3,4,-2,8,0,1,1,2,1
2025 Scotties Tournament of Hearts,d9dd70a7,1,0,5,-1,-1,7,0,1,0,-2,1
2025 Scotties Tournament of Hearts,d9dd70a7,0,4,4,-2,-1,6,1,1,1,1,1
2025 Scotties Tournament of Hearts,d9dd70a7,4,-1,1,1,-1,5,0,1,0,2,1
2025 Scotties Tournament of Hearts,d9dd70a7,2,0,-2,6,-2,4,0,1,1,3,1
2025 Scotties Tournament of Hearts,d9dd70a7,0,0,4,4,-2,3,0,1,0,-1,1
2025 Scotties Tournament of Hearts,d9dd70a7,-3,8,2,0,0,2,1,1,1,1,1
2025 Scotties Tournament of Hearts,78cc3439,1,-1,1,0,0,9,1,1,0,1,1
2025 Scotties Tournament of Hearts,78cc3439,1,-3,-1,7,-1,8,0,1,1,1,1
2025 Scotties Tournament of Hearts,78cc3439,0,-3,-2,0,0,7,0,1,0,-1,1
2025 Scotties Tournament of Hearts,78cc3439,0,0,2,1,0,6,1,1,1,2,1
2025 Scotties Tournament of Hearts,78cc3439,1,0,5,-4,0,5,0,1,0,-2,1
2025 Scotties Tournament of Hearts,78cc3439,1,-4,2,0,-1,4,1,1,1,2,1
2025 Scotties Tournament of Hearts,78cc3439,-1,-3,1,3,0,3,0,1,0,-1,1
2025 Scotties Tournament of Hearts,78cc3439,0,0,0,-2,1,2,1,1,1,-1,1
2025 Scotties Tournament of Hearts,78cc3439,0,0,0,0,0,1,1,1,0,1,1
2025 Scotties Tournament of Hearts,9077e70d,0,2,-2,0,0,9,1,1,0,1,0
2025 Scotties Tournament of Hearts,9077e70d,-1,3,4,1,0,8,0,1,1,-1,0
2025 Scotties Tournament of Hearts,9077e70d,0,0,2,-2,1,7,1,1,0,3,0
2025 Scotties Tournament of Hearts,9077e70d,-2,2,2,-4,-1,6,0,1,1,-3,0
2025 Scotties Tournament of Hearts,9077e70d,4,5,2,-2,1,5,1,1,0,1,0
