event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,delta_zeroes_hammer,delta_zeroes_steal,delta_ends_hammer,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2026 Montana's Brier,36d04693,-1,0,0,-1,0,0,0,1,7,1,1,0,1,1
2026 Montana's Brier,36d04693,0,0,3,-1,-1,-1,0,0,6,0,1,1,-1,1
2026 Montana's Brier,36d04693,-3,2,-2,6,-1,1,-2,1,5,1,1,0,2,1
2026 Montana's Brier,36d04693,1,-5,3,6,-1,-1,1,0,4,0,1,1,2,1
2026 Montana's Brier,36d04693,0,4,-2,4,1,-1,1,-1,3,0,1,0,1,1
2026 Montana's Brier,36d04693,1,0,0,0,0,0,0,-2,2,0,1,1,-1,1
2026 Montana's Brier,dcbe11f7,4,1,0,0,0,0,0,1,9,1,1,0,0,1
2026 Montana's Brier,dcbe11f7,1,1,5,2,-1,0,-1,2,8,1,1,1,3,1
2026 Montana's Brier,dcbe11f7,2,0,-1,4,-1,-1,0,1,7,0,1,0,-1,1
2026 Montana's Brier,dcbe11f7,0,3,0,0,0,0,0,2,6,1,1,1,0,1
2026 Montana's Brier,dcbe11f7,0,2,0,-2,0,0,0,3,5,1,1,0,1,1
2026 Montana's Brier,dcbe11f7,0,2,3,0,-1,-2,1,2,4,0,1,1,-1,1
2026 Montana's Brier,dcbe11f7,0,2,1,3,0,0,0,3,3,1,1,0,2,1
2026 Montana's Brier,dcbe11f7,-1,-2,4,0,0,-1,1,2,2,0,1,1,-1,1
2026 Montana's Brier,dcbe11f7,0,3,1,0,0,0,-1,3,1,1,1,0,1,1
2026 Montana's Brier,684e2168,4,3,4,4,0,0,-1,1,9,1,1,0,3,1
2026 Montana's Brier,684e2168,7,4,4,3,-1,-2,0,0,8,0,1,1,2,1
2026 Montana's Brier,684e2168,5,1,0,-2,0,-1,0,-1,7,0,1,0,0,1
2026 Montana's Brier,684e2168,1,0,6,-1,-2,-4,2,-2,6,0,1,1,1,1
2026 Montana's Brier,684e2168,0,-2,-1,0,0,0,0,-3,5,0,1,0,-2,1
2026 Montana's Brier,684e2168,2,4,-1,3,-1,0,-1,-2,4,1,1,1,2,1
2026 Montana's Brier,684e2168,8,2,-1,2,0,-2,0,-3,3,0,1,0,1,1
2026 Montana's Brier,684e2168,5,0,6,0,-1,-2,1,-4,2,0,1,1,1,1
2026 Montana's Brier,2f47a788,-1,0,-1,-2,0,0,0,1,9,1,1,0,1,1
2026 Montana's Brier,2f47a788,0,2,0,3,0,0,0,0,8,0,1,1,-1,1
2026 Montana's Brier,2f47a788,1,2,1,-2,0,0,0,1,7,1,1,0,1,1
2026 Montana's Brier,2f47a788,3,-1,2,-5,1,0,1,0,6,0,1,1,-2,1
2026 Montana's Brier,2f47a788,-1,0,-5,-2,2,2,0,1,5,1,1,0,-1,1
2026 Montana's Brier,2f47a788,1,0,6,5,-1,0,-1,2,4,1,1,1,3,1
2026 Montana's Brier,2f47a788,3,0,2,2,-1,-2,0,1,3,0,1,0,-1,1
2026 Montana's Brier,2f47a788,-2,-1,0,5,-1,0,-1,2,2,1,1,1,2,1
2026 Montana's Brier,2f47a788,-1,2,1,4,-1,-1,0,1,1,0,1,0,-1,1
2026 Montana's Brier,2f47a788,1,4,3,0,0,0,-1,2,0,1,1,1,1,1
2026 Montana's Brier,7dde5b36,3,-2,-2,-7,2,2,0,1,9,1,1,0,-3,0
2026 Montana's Brier,7dde5b36,0,0,-6,1,1,1,0,2,8,1,1,1,1,0
2026 Montana's Brier,7dde5b36,2,-1,1,0,0,0,0,1,7,0,1,0,1,0
2026 Montana's Brier,7dde5b36,1,-1,4,-6,1,0,1,0,6,0,1,1,-4,0
2026 Montana's Brier,7dde5b36,1,0,1,2,0,0,0,1,5,1,1,0,2,0
2026 Montana's Brier,7dde5b36,-1,-2,0,-2,0,0,0,0,4,0,1,1,0,0
2026 Montana's Brier,7dde5b36,4,-3,0,-2,0,0,0,-1,3,0,1,0,-2,0
2026 Montana's Brier,7dde5b36,2,-3,-4,-4,1,1,0,0,2,1,1,1,-2,0
2026 Montana's Brier,9fcac670,0,-6,0,-3,1,2,0,1,9,1,1,0,-3,0
2026 Montana's Brier,9fcac670,-3,-3,1,2,0,0,0,2,8,1,1,1,2,0
2026 Montana's Brier,9fcac670,2,0,4,4,-1,-1,0,1,7,0,1,0,1,0
2026 Montana's Brier,9fcac670,1,-4,1,1,0,0,1,0,6,0,1,1,-1,0
2026 Montana's Brier,9fcac670,-3,-5,-6,-2,2,3,0,1,5,1,1,0,-4,0
2026 Montana's Brier,9fcac670,1,-2,1,-5,0,1,-1,2,4,1,1,1,-2,0
2026 Montana's Brier,9fcac670,0,2,0,-4,1,1,-1,3,3,1,1,0,0,0
2026 Montana's Brier,9fcac670,0,-2,0,0,0,0,0,4,2,1,1,1,1,0
2026 Montana's Brier,c439d010,3,1,2,2,0,0,0,1,9,1,1,0,5,1
2026 Montana's Brier,c439d010,0,1,4,1,-1,-1,0,0,8,0,1,1,-1,1
2026 Montana's Brier,c439d010,3,4,0,0,0,0,0,1,7,1,1,0,1,1
2026 Montana's Brier,c439d010,0,4,3,0,0,-1,0,0,6,0,1,1,-1,1
2026 Montana's Brier,c439d010,2,1,3,5,0,0,0,1,5,1,1,0,3,1
2026 Montana's Brier,c439d010,3,1,0,2,0,0,0,0,4,0,1,1,-1,1
2026 Montana's Brier,c439d010,0,0,0,-1,1,1,0,1,3,1,1,0,0,1
2026 Montana's Brier,c439d010,1,1,4,1,0,0,0,2,2,1,1,1,0,1
2026 Montana's Brier,e3496156,-1,1,1,0,0,0,0,-1,9,0,0,0,0,1
2026 Montana's Brier,e3496156,-1,-2,1,3,0,0,0,-2,8,0,0,1,-1,1
2026 Montana's Brier,e3496156,2,3,-1,1,0,0,0,-1,7,1,0,0,2,1
2026 Montana's Brier,e3496156,-2,-4,-3,0,0,0,0,-2,6,0,0,1,-2,1
2026 Montana's Brier,e3496156,0,-3,0,2,0,0,0,-1,5,1,0,0,1,1
2026 Montana's Brier,e3496156,2,1,1,2,0,0,0,-2,4,0,0,1,-1,1
2026 Montana's Brier,e3496156,-1,2,0,1,0,0,0,-1,3,1,0,0,2,1
2026 Montana's Brier,e3496156,-1,-3,1,-2,0,0,0,-2,2,0,0,1,-2,1
2026 Montana's Brier,e3496156,-2,-2,0,1,0,0,0,-1,1,1,0,0,2,1
2026 Montana's Brier,e3496156,-1,2,1,-2,0,-1,0,-2,0,0,0,1,-1,1
2026 Montana's Brier,a8f16dcd,2,4,4,6,-1,-1,0,-1,9,0,0,0,2,1
2026 Montana's Brier,a8f16dcd,4,3,2,-2,0,0,0,-2,8,0,0,1,-1,1
2026 Montana's Brier,a8f16dcd,0,1,-5,1,0,0,0,-1,7,1,0,0,1,1
2026 Montana's Brier,a8f16dcd,0,0,0,-2,0,0,0,-2,6,0,0,1,-1,1
2026 Montana's Brier,a8f16dcd,0,-4,4,2,-1,0,-1,-1,5,1,0,0,2,1
2026 Montana's Brier,a8f16dcd,-1,1,-3,0,-1,-1,0,-2,4,0,0,1,1,1
2026 Montana's Brier,a8f16dcd,0,-3,-5,-3,0,0,1,-3,3,0,0,0,-3,1
2026 Montana's Brier,a8f16dcd,0,3,3,5,0,0,0,-2,2,1,0,1,4,1
2026 Montana's Brier,9b6d3ff5,3,-1,0,4,-1,-1,0,-1,9,0,0,0,2,1
2026 Montana's Brier,9b6d3ff5,1,4,0,1,0,0,0,-2,8,0,0,1,-1,1
2026 Montana's Brier,9b6d3ff5,0,-3,0,3,0,0,0,-1,7,1,0,0,3,1
2026 Montana's Brier,9b6d3ff5,0,1,-1,0,0,0,0,-2,6,0,0,1,-1,1
2026 Montana's Brier,9b6d3ff5,2,2,0,0,0,0,0,-1,5,1,0,0,1,1
2026 Montana's Brier,9b6d3ff5,-1,0,-2,2,-1,-1,0,-2,4,0,0,1,1,1
2026 Montana's Brier,9b6d3ff5,-2,0,2,2,-1,-1,0,-3,3,0,0,0,-1,1
2026 Montana's Brier,9b6d3ff5,-6,-3,0,-4,1,2,0,-2,2,1,0,1,-1,1
2026 Montana's Brier,9b6d3ff5,-5,0,0,1,0,0,0,-1,1,1,0,0,2,1
2026 Montana's Brier,1b7cd479,4,0,2,-2,0,0,0,-1,9,0,0,0,-1,1
2026 Montana's Brier,1b7cd479,2,1,2,1,0,0,0,0,8,1,0,1,3,1
2026 Montana's Brier,1b7cd479,4,1,5,0,0,0,0,-1,7,0,0,0,-1,1
2026 Montana's Brier,1b7cd479,1,0,-3,-1,0,0,0,0,6,1,0,1,1,1
2026 Montana's Brier,1b7cd479,2,4,-1,4,-1,-2,0,-1,5,0,0,0,2,1
2026 Montana's Brier,1b7cd479,-2,4,4,2,-1,-1,0,-2,4,0,0,1,-1,1
2026 Montana's Brier,1b7cd479,4,1,2,-1,0,0,-1,-1,3,1,0,0,-1,1
2026 Montana's Brier,1b7cd479,1,3,3,-3,1,1,0,0,2,1,0,1,0,1
2026 Montana's Brier,1b7cd479,3,3,0,5,-1,0,-1,1,1,1,0,0,3,1
2026 Montana's Brier,7144eda9,-3,0,2,8,-2,-2,0,-1,9,0,0,0,2,0
2026 Montana's Brier,7144eda9,2,-1,-3,4,-1,-2,0,-2,8,0,0,1,1,0
2026 Montana's Brier,7144eda9,0,-1,0,0,0,0,0,-3,7,0,0,0,0,0
2026 Montana's Brier,7144eda9,0,4,4,3,-1,-1,0,-4,6,0,0,1,-1,0
2026 Montana's Brier,7144eda9,0,1,2,-4,1,1,0,-3,5,1,0,0,1,0
2026 Montana's Brier,7144eda9,0,0,0,-1,0,0,0,-4,4,0,0,1,-2,0
2026 Montana's Brier,7144eda9,0,1,4,-5,0,1,-1,-3,3,1,0,0,-1,0
2026 Montana's Brier,7144eda9,-2,-1,0,-3,1,1,0,-2,2,1,0,1,-1,0
2026 Montana's Brier,7144eda9,0,0,-2,-3,0,0,0,-1,1,1,0,0,-1,0
2026 Montana's Brier,7144eda9,-2,5,-4,0,1,1,-1,0,0,1,0,1,2,0
2026 Montana's Brier,7144eda9,0,2,1,0,0,-1,0,-1,-1,0,0,0,-1,0
2026 Montana's Brier,5574fd3d,0,-4,-6,-5,1,0,1,-1,9,0,0,0,-2,0
2026 Montana's Brier,5574fd3d,0,0,-4,0,1,1,0,0,8,1,0,1,1,0
2026 Montana's Brier,5574fd3d,-2,2,-2,0,0,0,0,-1,7,0,0,0,0,0
2026 Montana's Brier,5574fd3d,-1,-4,-4,-3,1,0,2,-2,6,0,0,1,-2,0
2026 Montana's Brier,5574fd3d,-2,-2,2,-2,-1,0,-1,-1,5,1,0,0,1,0
2026 Montana's Brier,5574fd3d,0,-2,-2,1,0,0,0,-2,4,0,0,1,-1,0
2026 Montana's Brier,5574fd3d,0,0,3,-7,1,1,0,-1,3,1,0,0,-3,0
2026 Montana's Brier,5574fd3d,0,2,0,-4,1,1,-1,0,2,1,0,1,1,0
2026 Montana's Brier,ff0bdf43,0,-2,-2,0,-1,-1,0,-1,9,0,0,0,-1,0
2026 Montana's Brier,ff0bdf43,-3,1,-3,-3,0,0,0,0,8,1,0,1,-1,0
2026 Montana's Brier,ff0bdf43,-1,-2,-5,-1,0,0,0,1,7,1,0,0,1,0
2026 Montana's Brier,ff0bdf43,2,-1,2,4,-1,-1,0,0,6,0,0,1,1,0
2026 Montana's Brier,ff0bdf43,-1,-6,-2,-2,0,0,0,-1,5,0,0,0,-2,0
2026 Montana's Brier,ff0bdf43,-2,-3,-1,-5,0,0,0,0,4,1,0,1,-2,0
2026 Montana's Brier,ff0bdf43,2,-1,2,1,0,0,0,1,3,1,0,0,3,0
2026 Montana's Brier,ff0bdf43,4,-4,0,2,0,0,0,0,2,0,0,1,-1,0
2026 Montana's Brier,ff0bdf43,1,0,-2,2,0,0,0,1,1,1,0,0,1,0
2026 Montana's Brier,ff0bdf43,6,-2,-2,-2,1,-1,1,0,0,0,0,1,-2,0
2026 Montana's Brier,f3780930,-2,-5,-3,-3,0,0,1,-1,9,0,0,0,-2,0
2026 Montana's Brier,f3780930,0,2,-1,4,0,0,0,0,8,1,0,1,2,0
2026 Montana's Brier,f3780930,1,-2,1,3,0,-1,0,-1,7,0,0,0,-1,0
2026 Montana's Brier,f3780930,-4,-3,-3,3,0,1,0,0,6,1,0,1,1,0
2026 Montana's Brier,f3780930,0,-1,-3,4,-1,-1,0,-1,5,0,0,0,1,0
2026 Montana's Brier,f3780930,0,0,1,-2,0,0,0,-2,4,0,0,1,-2,0
2026 Montana's Brier,f3780930,-2,-2,0,0,0,0,0,-1,3,1,0,0,0,0
2026 Montana's Brier,f3780930,0,-2,-1,-3,0,0,0,0,2,1,0,1,-1,0
2026 Montana's Brier,f3780930,0,-1,-2,-4,1,1,0,1,1,1,0,0,-2,0
2026 Montana's Brier,441de679,-2,3,0,1,0,0,0,1,9,1,1,0,2,1
2026 Montana's Brier,441de679,2,-2,3,2,-2,-2,0,0,8,0,1,1,-1,1
2026 Montana's Brier,441de679,-3,1,3,1,0,0,0,1,7,1,1,0,0,1
2026 Montana's Brier,441de679,1,1,2,2,0,0,0,2,6,1,1,1,0,1
2026 Montana's Brier,441de679,0,0,0,-1,1,1,0,3,5,1,1,0,0,1
2026 Montana's Brier,441de679,2,2,0,2,0,0,0,4,4,1,1,1,0,1
2026 Montana's Brier,441de679,-2,-2,4,0,0,0,0,5,3,1,1,0,1,1
2026 Montana's Brier,441de679,4,0,3,5,-1,-2,0,4,2,0,1,1,1,1
2026 Montana's Brier,441de679,1,1,-4,4,-1,-1,0,3,1,0,1,0,1,1
2026 Montana's Brier,dc575abf,2,0,2,4,-1,0,-1,1,9,1,1,0,2,1
2026 Montana's Brier,dc575abf,0,0,0,7,-2,-3,1,0,8,0,1,1,2,1
2026 Montana's Brier,dc575abf,0,0,3,4,-2,-2,0,-1,7,0,1,0,3,1
2026 Montana's Brier,dc575abf,1,4,-2,1,0,-1,0,-2,6,0,1,1,-1,1
2026 Montana's Brier,dc575abf,0,2,-1,0,0,0,0,-1,5,1,1,0,1,1
2026 Montana's Brier,dc575abf,-1,1,0,-2,0,0,0,-2,4,0,1,1,-2,1
2026 Montana's Brier,dc575abf,4,1,2,2,0,0,-1,-1,3,1,1,0,2,1
2026 Montana's Brier,dc575abf,3,-3,2,-1,0,0,1,-2,2,0,1,1,-1,1
2026 Montana's Brier,dd0e4edf,0,0,-2,4,0,1,-1,1,9,1,1,0,2,1
2026 Montana's Brier,dd0e4edf,3,3,-1,-2,1,0,1,0,8,0,1,1,-1,1
2026 Montana's Brier,dd0e4edf,4,-4,1,5,-1,0,-2,1,7,1,1,0,2,1
2026 Montana's Brier,dd0e4edf,2,0,3,8,-2,-2,0,0,6,0,1,1,3,1
2026 Montana's Brier,dd0e4edf,0,6,2,0,0,-1,0,-1,5,0,1,0,-1,1
2026 Montana's Brier,dd0e4edf,0,1,0,0,0,0,0,0,4,1,1,1,3,1
2026 Montana's Brier,dd0e4edf,-4,-2,3,4,-1,-1,2,-1,3,0,1,0,-1,1
2026 Montana's Brier,dd0e4edf,-8,-2,4,0,-1,2,-1,0,2,1,1,1,1,1
2026 Montana's Brier,05782261,2,-2,0,0,0,0,0,-1,9,0,0,0,0,0
2026 Montana's Brier,05782261,0,-4,2,-1,0,0,1,-2,8,0,0,1,0,0
2026 Montana's Brier,05782261,-1,-3,2,2,-1,-1,0,-3,7,0,0,0,-2,0
2026 Montana's Brier,05782261,-5,-3,-4,-5,0,1,0,-2,6,1,0,1,-1,0
2026 Montana's Brier,05782261,1,-3,0,-4,1,1,0,-1,5,1,0,0,1,0
2026 Montana's Brier,05782261,-3,0,2,-2,0,0,0,-2,4,0,0,1,-1,0
2026 Montana's Brier,05782261,1,-5,5,-4,1,1,0,-1,3,1,0,0,1,0
2026 Montana's Brier,05782261,-1,0,-1,-5,0,0,0,-2,2,0,0,1,-2,0
2026 Montana's Brier,05782261,1,-1,0,-4,1,1,0,-1,1,1,0,0,1,0
2026 Montana's Brier,1c144ea6,-4,-2,2,-1,0,1,0,1,9,1,1,0,1,0
2026 Montana's Brier,1c144ea6,0,2,0,0,0,0,0,0,8,0,1,1,-1,0
2026 Montana's Brier,1c144ea6,0,-2,-1,0,0,1,0,1,7,1,1,0,0,0
2026 Montana's Brier,1c144ea6,0,1,1,-2,0,0,0,2,6,1,1,1,1,0
2026 Montana's Brier,1c144ea6,1,-1,-6,-3,1,0,1,1,5,0,1,0,-2,0
2026 Montana's Brier,1c144ea6,0,-3,-1,0,0,0,0,2,4,1,1,1,1,0
2026 Montana's Brier,1c144ea6,0,1,-3,-1,0,-1,0,1,3,0,1,0,-2,0
2026 Montana's Brier,1c144ea6,0,2,-2,0,0,0,0,2,2,1,1,1,0,0
2026 Montana's Brier,1c144ea6,0,1,1,-8,2,2,0,3,1,1,1,0,-1,0
2026 Montana's Brier,0578478b,2,1,1,-1,0,0,0,-1,9,0,0,0,-2,0
2026 Montana's Brier,0578478b,0,-3,0,0,0,0,0,0,8,1,0,1,1,0
2026 Montana's Brier,0578478b,2,0,2,1,0,0,0,-1,7,0,0,0,-2,0
2026 Montana's Brier,0578478b,3,-2,-3,0,0,0,0,0,6,1,0,1,-1,0
2026 Montana's Brier,0578478b,2,-2,0,-7,3,3,0,1,5,1,0,0,-1,0
2026 Montana's Brier,0578478b,1,-2,3,-5,2,2,0,2,4,1,0,1,1,0
2026 Montana's Brier,0578478b,4,3,4,-4,1,0,1,1,3,0,0,0,-2,0
2026 Montana's Brier,0578478b,3,3,1,-3,0,0,0,2,2,1,0,1,0,0
2026 Montana's Brier,7f1e0a9a,0,0,0,2,-1,-1,0,-1,9,0,0,0,0,0
2026 Montana's Brier,7f1e0a9a,2,-6,-2,-3,0,0,1,-2,8,0,0,1,-3,0
2026 Montana's Brier,7f1e0a9a,0,1,1,0,0,0,0,-1,7,1,0,0,0,0
2026 Montana's Brier,7f1e0a9a,-1,-1,0,1,0,0,0,0,6,1,0,1,0,0
2026 Montana's Brier,7f1e0a9a,2,-2,0,1,0,0,0,1,5,1,0,0,1,0
2026 Montana's Brier,7f1e0a9a,-1,-2,2,3,-1,-1,0,0,4,0,0,1,-1,0
2026 Montana's Brier,7f1e0a9a,0,-2,-4,0,0,0,0,1,3,1,0,0,1,0
2026 Montana's Brier,7f1e0a9a,0,-6,0,1,0,0,1,0,2,0,0,1,-2,0
2026 Montana's Brier,7f1e0a9a,1,-5,-2,0,0,1,0,1,1,1,0,0,1,0
2026 Montana's Brier,63f58973,0,-3,2,2,0,1,-1,1,9,1,1,0,2,0
2026 Montana's Brier,63f58973,-2,-3,1,3,-1,-1,1,0,8,0,1,1,-1,0
2026 Montana's Brier,63f58973,-2,0,0,2,0,0,0,1,7,1,1,0,0,0
2026 Montana's Brier,63f58973,-5,-1,-2,-5,1,1,0,2,6,1,1,1,-1,0
2026 Montana's Brier,63f58973,-2,-5,0,-2,0,1,0,3,5,1,1,0,-1,0
2026 Montana's Brier,63f58973,2,1,-2,-2,0,0,0,4,4,1,1,1,1,0
2026 Montana's Brier,63f58973,4,-3,3,-1,0,0,0,3,3,0,1,0,-2,0
2026 Montana's Brier,63f58973,0,-4,3,-2,0,0,0,4,2,1,1,1,1,0
2026 Montana's Brier,63f58973,-3,2,-3,1,0,0,0,3,1,0,1,0,-3,0
2026 Montana's Brier,013b82c4,0,-4,2,1,0,0,0,-1,9,0,0,0,-1,0
2026 Montana's Brier,013b82c4,1,-2,-2,6,-1,0,-1,0,8,1,0,1,2,0
2026 Montana's Brier,013b82c4,2,-2,0,0,0,0,0,-1,7,0,0,0,0,0
2026 Montana's Brier,013b82c4,3,1,-5,0,0,0,0,-2,6,0,0,1,-1,0
2026 Montana's Brier,013b82c4,-1,-3,4,1,-1,0,-1,-1,5,1,0,0,0,0
2026 Montana's Brier,013b82c4,-1,-2,-1,0,0,0,0,0,4,1,0,1,1,0
2026 Montana's Brier,013b82c4,-1,-3,0,-1,0,0,1,-1,3,0,0,0,0,0
2026 Montana's Brier,013b82c4,3,-4,-2,-3,0,0,1,-2,2,0,0,1,-2,0
2026 Montana's Brier,013b82c4,0,5,0,-1,0,0,0,-1,1,1,0,0,0,0
2026 Montana's Brier,013b82c4,0,1,0,-8,2,2,0,0,0,1,0,1,-2,0
2026 Montana's Brier,640acf88,1,4,2,4,0,0,-1,1,9,1,1,0,3,1
2026 Montana's Brier,640acf88,0,1,1,4,-1,-2,0,0,8,0,1,1,-1,1
2026 Montana's Brier,640acf88,-2,3,1,0,0,0,0,1,7,1,1,0,0,1
2026 Montana's Brier,640acf88,1,3,-2,-7,1,1,0,2,6,1,1,1,-2,1
2026 Montana's Brier,640acf88,0,-3,1,-2,1,1,0,3,5,1,1,0,1,1
2026 Montana's Brier,640acf88,-3,-3,0,1,0,0,0,2,4,0,1,1,-1,1
2026 Montana's Brier,640acf88,0,-2,-2,2,0,0,0,3,3,1,1,0,2,1
2026 Montana's Brier,640acf88,0,0,-3,0,0,0,0,2,2,0,1,1,-2,1
2026 Montana's Brier,640acf88,0,-4,3,-1,0,1,0,3,1,1,1,0,2,1
2026 Montana's Brier,640acf88,0,-1,1,8,-2,-2,0,2,0,0,1,1,2,1
2026 Montana's Brier,c76e5272,-2,-1,-3,0,0,0,0,1,9,1,1,0,1,0
2026 Montana's Brier,c76e5272,3,1,0,0,0,0,0,0,8,0,1,1,-2,0
2026 Montana's Brier,c76e5272,-3,1,0,1,0,0,0,1,7,1,1,0,2,0
2026 Montana's Brier,c76e5272,-3,-2,-5,-7,1,0,1,0,6,0,1,1,-3,0
2026 Montana's Brier,c76e5272,0,-5,6,2,-1,0,-1,1,5,1,1,0,3,0
2026 Montana's Brier,c76e5272,0,0,1,-4,0,0,0,0,4,0,1,1,-3,0
2026 Montana's Brier,c76e5272,-1,-3,-3,2,0,0,0,1,3,1,1,0,1,0
2026 Montana's Brier,c76e5272,3,-2,1,1,0,0,0,0,2,0,1,1,-2,0
2026 Montana's Brier,c76e5272,3,-4,0,2,0,1,0,1,1,1,1,0,2,0
2026 Montana's Brier,c76e5272,-1,1,0,2,0,0,0,0,0,0,1,1,1,0
2026 Montana's Brier,c76e5272,-1,-1,0,2,-1,-1,0,-1,-1,0,1,0,-1,0
2026 Montana's Brier,49a5fc61,2,3,-1,3,0,0,0,1,9,1,1,0,2,1
2026 Montana's Brier,49a5fc61,-1,3,2,-4,0,0,0,0,8,0,1,1,-1,1
2026 Montana's Brier,49a5fc61,3,3,5,0,-1,0,-1,1,7,1,1,0,2,1
2026 Montana's Brier,49a5fc61,-2,2,2,5,-1,-1,0,0,6,0,1,1,1,1
2026 Montana's Brier,49a5fc61,5,2,2,-3,0,-1,1,-1,5,0,1,0,-2,1
2026 Montana's Brier,49a5fc61,0,0,-2,2,0,0,0,0,4,1,1,1,1,1
2026 Montana's Brier,49a5fc61,-1,2,-2,0,0,0,0,-1,3,0,1,0,-1,1
2026 Montana's Brier,49a5fc61,0,2,1,3,0,0,0,0,2,1,1,1,1,1
2026 Montana's Brier,49a5fc61,0,0,4,4,-2,-2,0,-1,1,0,1,0,2,1
2026 Montana's Brier,1b633d47,0,2,0,-5,2,2,0,1,9,1,1,0,-1,0
2026 Montana's Brier,1b633d47,-2,0,2,0,0,0,0,2,8,1,1,1,2,0
2026 Montana's Brier,1b633d47,3,2,2,0,0,-1,0,1,7,0,1,0,-1,0
2026 Montana's Brier,1b633d47,0,-1,3,2,-1,0,-1,2,6,1,1,1,2,0
2026 Montana's Brier,1b633d47,0,4,-1,0,0,-1,0,1,5,0,1,0,0,0
2026 Montana's Brier,1b633d47,0,3,3,-3,0,-1,1,0,4,0,1,1,-2,0
2026 Montana's Brier,1b633d47,-2,-1,1,-5,1,1,0,1,3,1,1,0,1,0
2026 Montana's Brier,1b633d47,1,-2,-3,-2,0,0,1,0,2,0,1,1,-2,0
2026 Montana's Brier,1b633d47,0,3,0,0,0,0,0,1,1,1,1,0,1,0
2026 Montana's Brier,1b633d47,1,-2,0,-4,1,0,1,0,0,0,1,1,-1,0
2026 Montana's Brier,c413796d,1,-2,0,-2,0,0,0,1,9,1,1,0,0,1
2026 Montana's Brier,c413796d,0,0,1,4,0,0,0,2,8,1,1,1,2,1
2026 Montana's Brier,c413796d,1,-3,-2,0,0,0,0,1,7,0,1,0,-2,1
2026 Montana's Brier,c413796d,2,-5,1,2,-1,0,-1,2,6,1,1,1,3,1
2026 Montana's Brier,c413796d,-1,0,1,-2,0,0,0,1,5,0,1,0,0,1
2026 Montana's Brier,c413796d,0,2,3,0,0,0,0,0,4,0,1,1,0,1
2026 Montana's Brier,c413796d,0,0,-3,-4,1,0,1,-1,3,0,1,0,-2,1
2026 Montana's Brier,c413796d,0,-2,1,0,0,0,0,0,2,1,1,1,0,1
2026 Montana's Brier,c413796d,0,0,2,-6,1,1,0,1,1,1,1,0,-1,1
2026 Montana's Brier,c413796d,0,1,1,0,0,0,0,2,0,1,1,1,1,1
2026 Montana's Brier,b33579db,0,-1,0,-3,1,1,0,1,9,1,1,0,0,1
2026 Montana's Brier,b33579db,-1,-1,1,1,0,0,0,2,8,1,1,1,2,1
2026 Montana's Brier,b33579db,1,-3,1,0,1,0,1,1,7,0,1,0,-1,1
2026 Montana's Brier,b33579db,-1,2,-2,0,0,0,0,2,6,1,1,1,2,1
2026 Montana's Brier,b33579db,0,0,3,2,0,0,0,1,5,0,1,0,-1,1
2026 Montana's Brier,b33579db,2,0,1,3,-1,0,-1,2,4,1,1,1,2,1
2026 Montana's Brier,b33579db,3,0,-3,-2,1,0,1,1,3,0,1,0,-2,1
2026 Montana's Brier,b33579db,3,0,-2,5,0,0,0,2,2,1,1,1,3,1
2026 Montana's Brier,3cc989ec,-1,-4,-1,0,0,1,-1,1,9,1,1,0,1,1
2026 Montana's Brier,3cc989ec,-1,-2,2,4,0,0,1,0,8,0,1,1,1,1
2026 Montana's Brier,3cc989ec,3,0,5,1,0,0,0,-1,7,0,1,0,1,1
2026 Montana's Brier,3cc989ec,1,2,-2,1,0,0,0,-2,6,0,1,1,0,1
2026 Montana's Brier,3cc989ec,0,1,6,3,-1,-2,0,-3,5,0,1,0,1,1
2026 Montana's Brier,3cc989ec,-2,4,0,0,0,-1,0,-4,4,0,1,1,-1,1
2026 Montana's Brier,3cc989ec,-2,2,0,4,-1,0,-1,-3,3,1,1,0,4,1
2026 Montana's Brier,3cc989ec,1,2,2,0,0,-1,0,-4,2,0,1,1,-1,1
2026 Montana's Brier,edfe4bfc,2,0,-1,-1,0,0,0,-1,9,0,0,0,0,0
2026 Montana's Brier,edfe4bfc,0,1,1,0,0,0,0,-2,8,0,0,1,-2,0
2026 Montana's Brier,edfe4bfc,0,-2,-1,-2,0,0,0,-1,7,1,0,0,1,0
2026 Montana's Brier,edfe4bfc,-1,-3,-2,0,0,0,0,-2,6,0,0,1,-1,0
2026 Montana's Brier,edfe4bfc,2,-4,4,0,-1,1,-1,-1,5,1,0,0,0,0
2026 Montana's Brier,edfe4bfc,4,-1,-4,-5,2,2,0,0,4,1,0,1,-2,0
2026 Montana's Brier,edfe4bfc,0,-1,-1,3,-1,0,-1,1,3,1,0,0,2,0
2026 Montana's Brier,edfe4bfc,0,0,0,1,0,0,0,0,2,0,0,1,-2,0
2026 Montana's Brier,edfe4bfc,-1,-5,-1,-5,1,2,0,1,1,1,0,0,-1,0
2026 Montana's Brier,07d895d9,0,0,0,4,-1,-1,0,-1,9,0,0,0,-1,0
2026 Montana's Brier,07d895d9,-1,-3,-2,-2,0,0,0,0,8,1,0,1,1,0
2026 Montana's Brier,07d895d9,-4,-7,0,-3,0,0,2,-1,7,0,0,0,-2,0
2026 Montana's Brier,07d895d9,-3,-3,-3,-7,2,2,0,0,6,1,0,1,-2,0
