event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,delta_zeroes_hammer,delta_zeroes_steal,delta_ends_hammer,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2024 Montana's Brier,c75bb0e4,0,-1,-1,0,1,1,0,1,9,1,1,0,0,1
2024 Montana's Brier,c75bb0e4,-4,1,0,-1,0,1,0,2,8,1,1,1,1,1
2024 Montana's Brier,c75bb0e4,6,-1,4,0,-1,-3,1,1,7,0,1,0,-1,1
2024 Montana's Brier,c75bb0e4,0,-3,-1,4,-1,0,-1,2,6,1,1,1,3,1
2024 Montana's Brier,c75bb0e4,0,3,1,1,0,0,0,1,5,0,1,0,-1,1
2024 Montana's Brier,c75bb0e4,-3,0,2,0,0,1,0,2,4,1,1,1,2,1
2024 Montana's Brier,c75bb0e4,0,0,-4,4,0,-1,1,1,3,0,1,0,2,1
2024 Montana's Brier,c75bb0e4,-3,-2,4,8,-3,-3,2,0,2,0,1,1,2,1
2024 Montana's Brier,a15f5ed8,2,1,3,2,-1,-1,0,-1,9,0,0,0,1,1
2024 Montana's Brier,a15f5ed8,1,0,-4,3,1,0,1,-2,8,0,0,1,-1,1
2024 Montana's Brier,a15f5ed8,-3,-3,-1,1,0,1,0,-1,7,1,0,0,2,1
2024 Montana's Brier,a15f5ed8,0,4,1,-3,0,-1,0,-2,6,0,0,1,-2,1
2024 Montana's Brier,a15f5ed8,3,3,3,1,0,0,0,-1,5,1,0,0,2,1
2024 Montana's Brier,a15f5ed8,3,-1,0,-2,1,0,1,-2,4,0,0,1,-2,1
2024 Montana's Brier,a15f5ed8,-4,4,0,-2,0,0,0,-1,3,1,0,0,1,1
2024 Montana's Brier,a15f5ed8,0,-3,-3,-5,1,0,1,-2,2,0,0,1,-3,1
2024 Montana's Brier,a15f5ed8,0,-6,0,0,0,0,0,-1,1,1,0,0,0,1
2024 Montana's Brier,a15f5ed8,1,-4,-3,2,0,1,0,0,0,1,0,1,2,1
2024 Montana's Brier,a15f5ed8,2,0,-4,4,-1,-1,0,-1,-1,0,0,0,1,1
2024 Montana's Brier,94a7837d,-2,-2,-1,-6,1,0,1,-1,9,0,0,0,-3,0
2024 Montana's Brier,94a7837d,-4,-1,1,-4,1,2,0,0,8,1,0,1,-2,0
2024 Montana's Brier,94a7837d,0,-5,-4,-2,0,1,0,1,7,1,0,0,1,0
2024 Montana's Brier,94a7837d,0,-1,-1,-2,0,0,0,0,6,0,0,1,-2,0
2024 Montana's Brier,94a7837d,-2,-1,3,-4,1,1,0,1,5,1,0,0,1,0
2024 Montana's Brier,94a7837d,0,0,0,-2,0,0,0,0,4,0,0,1,-3,0
2024 Montana's Brier,94a7837d,-3,4,-2,0,0,0,-1,1,3,1,0,0,1,0
2024 Montana's Brier,94a7837d,0,0,0,0,0,0,0,0,2,0,0,1,-1,0
2024 Montana's Brier,4c1f2c86,-1,2,-2,1,0,0,0,1,9,1,1,0,0,1
2024 Montana's Brier,4c1f2c86,-1,-1,-2,1,0,1,-1,2,8,1,1,1,1,1
2024 Montana's Brier,4c1f2c86,0,1,3,6,-1,-1,0,1,7,0,1,0,3,1
2024 Montana's Brier,4c1f2c86,3,4,0,7,-2,-3,0,0,6,0,1,1,3,1
2024 Montana's Brier,4c1f2c86,1,5,2,-1,0,0,0,-1,5,0,1,0,-1,1
2024 Montana's Brier,4c1f2c86,3,1,1,-1,1,1,0,0,4,1,1,1,-1,1
2024 Montana's Brier,4c1f2c86,-4,0,0,2,0,1,0,1,3,1,1,0,3,1
2024 Montana's Brier,4c1f2c86,-3,-5,0,-3,0,0,2,0,2,0,1,1,-3,1
2024 Montana's Brier,28e66bba,0,1,4,4,-1,0,-1,1,9,1,1,0,3,0
2024 Montana's Brier,28e66bba,-1,-1,-1,-2,0,0,0,0,8,0,1,1,-3,0
2024 Montana's Brier,28e66bba,-1,0,-2,-2,0,0,0,1,7,1,1,0,1,0
2024 Montana's Brier,28e66bba,-2,-2,-5,-6,1,0,1,0,6,0,1,1,-4,0
2024 Montana's Brier,28e66bba,-4,-2,0,-4,1,2,0,1,5,1,1,0,1,0
2024 Montana's Brier,28e66bba,0,-2,-1,0,0,0,0,0,4,0,1,1,-3,0
2024 Montana's Brier,28e66bba,0,0,0,-6,1,1,0,1,3,1,1,0,-1,0
2024 Montana's Brier,28e66bba,0,-1,-1,-2,0,0,0,2,2,1,1,1,1,0
2024 Montana's Brier,52da1e2f,2,-1,1,2,0,0,0,-1,9,0,0,0,-1,0
2024 Montana's Brier,52da1e2f,0,-2,-2,-3,1,1,0,0,8,1,0,1,1,0
2024 Montana's Brier,52da1e2f,1,-6,-1,0,0,0,0,-1,7,0,0,0,-2,0
2024 Montana's Brier,52da1e2f,1,-1,3,-5,1,1,0,0,6,1,0,1,-2,0
2024 Montana's Brier,52da1e2f,0,-3,-2,-6,0,1,0,1,5,1,0,0,-2,0
2024 Montana's Brier,52da1e2f,-2,4,0,3,0,0,-1,2,4,1,0,1,3,0
2024 Montana's Brier,52da1e2f,2,0,-3,0,0,0,0,1,3,0,0,0,-1,0
2024 Montana's Brier,52da1e2f,0,3,-6,0,1,1,-1,2,2,1,0,1,1,0
2024 Montana's Brier,52da1e2f,2,0,-4,-3,1,0,1,1,1,0,0,0,-3,0
2024 Montana's Brier,7c65ee12,0,-3,-6,2,1,0,1,-1,9,0,0,0,-2,0
2024 Montana's Brier,7c65ee12,-7,-4,-2,-7,1,2,0,0,8,1,0,1,-2,0
2024 Montana's Brier,7c65ee12,1,-2,0,-4,1,2,0,1,7,1,0,0,-2,0
2024 Montana's Brier,7c65ee12,0,-1,2,-4,1,1,0,2,6,1,0,1,1,0
2024 Montana's Brier,7c65ee12,0,0,-2,0,0,0,0,1,5,0,0,0,-2,0
2024 Montana's Brier,7c65ee12,-4,-3,-4,1,0,1,0,2,4,1,0,1,1,0
2024 Montana's Brier,7c65ee12,-6,-1,0,-2,0,0,0,1,3,0,0,0,0,0
2024 Montana's Brier,7c65ee12,0,-1,0,7,-1,-1,0,0,2,0,0,1,1,0
2024 Montana's Brier,88e31cd9,3,1,1,1,0,0,0,-1,9,0,0,0,1,1
2024 Montana's Brier,88e31cd9,-1,-2,2,0,-1,-1,0,-2,8,0,0,1,0,1
2024 Montana's Brier,88e31cd9,0,-4,-2,2,-1,-1,1,-3,7,0,0,0,-1,1
2024 Montana's Brier,88e31cd9,-3,0,4,6,-2,0,-2,-2,6,1,0,1,3,1
2024 Montana's Brier,88e31cd9,2,1,6,5,-1,-1,0,-3,5,0,0,0,1,1
2024 Montana's Brier,88e31cd9,0,0,2,5,-1,-1,0,-4,4,0,0,1,2,1
2024 Montana's Brier,88e31cd9,-6,7,0,2,0,-1,1,-5,3,0,0,0,-1,1
2024 Montana's Brier,88e31cd9,2,0,3,2,0,1,-1,-4,2,1,0,1,2,1
2024 Montana's Brier,da04ea14,-2,-5,1,2,0,0,1,-1,9,0,0,0,-1,1
2024 Montana's Brier,da04ea14,1,-2,1,3,-1,0,-1,0,8,1,0,1,2,1
2024 Montana's Brier,da04ea14,0,0,2,0,0,0,0,-1,7,0,0,0,-1,1
2024 Montana's Brier,da04ea14,-1,-3,-1,0,0,0,0,0,6,1,0,1,1,1
2024 Montana's Brier,da04ea14,-1,-1,-4,4,0,-1,1,-1,5,0,0,0,-2,1
2024 Montana's Brier,da04ea14,-1,1,1,-1,0,0,0,0,4,1,0,1,2,1
2024 Montana's Brier,da04ea14,0,1,0,0,0,0,0,-1,3,0,0,0,-1,1
2024 Montana's Brier,da04ea14,-1,1,3,4,0,0,0,0,2,1,0,1,2,1
2024 Montana's Brier,da04ea14,2,4,1,0,0,-1,0,-1,1,0,0,0,0,1
2024 Montana's Brier,da04ea14,-2,-4,4,3,-1,-1,1,-2,0,0,0,1,1,1
2024 Montana's Brier,15748d86,3,-2,0,0,0,0,0,-1,9,0,0,0,0,1
2024 Montana's Brier,15748d86,0,4,3,1,0,0,0,-2,8,0,0,1,-2,1
2024 Montana's Brier,15748d86,4,0,4,0,0,0,-1,-1,7,1,0,0,2,1
2024 Montana's Brier,15748d86,0,-2,0,1,-1,-1,0,-2,6,0,0,1,0,1
2024 Montana's Brier,15748d86,2,-1,-1,1,0,0,0,-3,5,0,0,0,1,1
2024 Montana's Brier,15748d86,0,-2,3,3,0,0,0,-4,4,0,0,1,-1,1
2024 Montana's Brier,15748d86,-1,-2,0,0,0,0,0,-3,3,1,0,0,1,1
2024 Montana's Brier,15748d86,0,1,4,0,-1,-1,0,-4,2,0,0,1,-1,1
2024 Montana's Brier,15748d86,-1,1,-2,0,0,0,0,-3,1,1,0,0,1,1
2024 Montana's Brier,15748d86,1,1,0,4,-1,-1,0,-4,0,0,0,1,2,1
2024 Montana's Brier,bb609ddd,4,-1,1,1,0,0,-1,1,9,1,1,0,2,1
2024 Montana's Brier,bb609ddd,2,4,4,2,0,-1,0,0,8,0,1,1,-1,1
2024 Montana's Brier,bb609ddd,-2,0,0,-3,1,1,0,1,7,1,1,0,1,1
2024 Montana's Brier,bb609ddd,0,2,1,0,0,0,0,0,6,0,1,1,-1,1
2024 Montana's Brier,bb609ddd,0,3,0,0,0,1,-1,1,5,1,1,0,0,1
2024 Montana's Brier,bb609ddd,-1,4,1,3,0,0,-1,2,4,1,1,1,2,1
2024 Montana's Brier,bb609ddd,0,2,0,4,0,0,0,1,3,0,1,0,-1,1
2024 Montana's Brier,bb609ddd,0,3,1,6,-1,0,-1,2,2,1,1,1,3,1
2024 Montana's Brier,e66cc328,-1,1,2,3,0,0,0,-1,9,0,0,0,-1,0
2024 Montana's Brier,e66cc328,-2,0,1,-4,1,1,0,0,8,1,0,1,1,0
2024 Montana's Brier,e66cc328,5,3,1,-4,0,-1,0,-1,7,0,0,0,-2,0
2024 Montana's Brier,e66cc328,1,1,-3,0,0,0,0,0,6,1,0,1,1,0
2024 Montana's Brier,e66cc328,-3,-1,-3,2,0,0,0,-1,5,0,0,0,-2,0
2024 Montana's Brier,e66cc328,0,-2,1,0,0,0,0,0,4,1,0,1,1,0
2024 Montana's Brier,e66cc328,0,-4,-1,-1,0,0,1,-1,3,0,0,0,-4,0
2024 Montana's Brier,e66cc328,0,-1,-4,-7,2,2,0,0,2,1,0,1,-1,0
2024 Montana's Brier,46719ee1,0,1,-2,1,0,0,0,-1,9,0,0,0,0,1
2024 Montana's Brier,46719ee1,-2,0,0,4,-1,-1,0,-2,8,0,0,1,-1,1
2024 Montana's Brier,46719ee1,0,0,3,0,0,0,0,-1,7,1,0,0,2,1
2024 Montana's Brier,46719ee1,2,1,3,0,0,0,0,-2,6,0,0,1,0,1
2024 Montana's Brier,46719ee1,1,-1,0,5,-1,-1,0,-3,5,0,0,0,1,1
2024 Montana's Brier,46719ee1,4,2,1,1,0,-1,0,-4,4,0,0,1,1,1
2024 Montana's Brier,46719ee1,0,-4,1,6,0,0,1,-5,3,0,0,0,1,1
2024 Montana's Brier,46719ee1,0,2,1,3,-1,-1,0,-6,2,0,0,1,-1,1
2024 Montana's Brier,46719ee1,0,1,-6,-1,1,1,0,-5,1,1,0,0,1,1
2024 Montana's Brier,be2aac8f,-3,2,-1,3,-1,0,-1,1,9,1,1,0,2,1
2024 Montana's Brier,be2aac8f,0,-1,0,0,0,0,0,0,8,0,1,1,-2,1
2024 Montana's Brier,be2aac8f,1,1,1,7,-1,0,-1,1,7,1,1,0,3,1
2024 Montana's Brier,be2aac8f,0,-2,2,0,0,0,0,0,6,0,1,1,-2,1
2024 Montana's Brier,be2aac8f,1,1,2,3,0,1,-1,1,5,1,1,0,2,1
2024 Montana's Brier,be2aac8f,-1,2,2,0,0,0,0,0,4,0,1,1,-1,1
2024 Montana's Brier,be2aac8f,-1,1,-2,3,0,0,0,1,3,1,1,0,4,1
2024 Montana's Brier,be2aac8f,-1,-1,2,4,0,0,1,0,2,0,1,1,-1,1
2024 Montana's Brier,31cd4c9d,-2,1,1,5,0,0,0,1,9,1,1,0,2,0
2024 Montana's Brier,31cd4c9d,-4,-1,0,0,0,0,1,0,8,0,1,1,-1,0
2024 Montana's Brier,31cd4c9d,3,-2,3,-4,1,1,0,1,7,1,1,0,0,0
2024 Montana's Brier,31cd4c9d,3,0,-4,-3,0,0,0,2,6,1,1,1,-1,0
2024 Montana's Brier,31cd4c9d,0,-4,-2,-4,1,2,0,3,5,1,1,0,-2,0
2024 Montana's Brier,31cd4c9d,0,-2,-3,0,0,0,0,4,4,1,1,1,1,0
2024 Montana's Brier,31cd4c9d,5,4,2,0,0,0,0,3,3,0,1,0,-1,0
2024 Montana's Brier,31cd4c9d,-2,-2,-3,0,1,1,0,4,2,1,1,1,-1,0
2024 Montana's Brier,31cd4c9d,0,0,0,1,0,0,0,5,1,1,1,0,2,0
2024 Montana's Brier,31cd4c9d,5,0,-4,0,0,-1,0,4,0,0,1,1,-1,0
2024 Montana's Brier,fec7a26a,1,1,-2,0,0,0,0,-1,9,0,0,0,-1,1
2024 Montana's Brier,fec7a26a,0,2,3,-1,0,0,0,0,8,1,0,1,-1,1
2024 Montana's Brier,fec7a26a,0,0,2,-1,0,0,0,1,7,1,0,0,1,1
2024 Montana's Brier,fec7a26a,0,0,0,3,0,0,0,0,6,0,0,1,-1,1
2024 Montana's Brier,fec7a26a,-1,0,-1,0,0,0,0,1,5,1,0,0,0,1
2024 Montana's Brier,fec7a26a,1,-2,0,1,0,1,0,2,4,1,0,1,3,1
2024 Montana's Brier,fec7a26a,3,4,4,0,-1,-3,1,1,3,0,0,0,-1,1
2024 Montana's Brier,fec7a26a,-1,-1,-2,-1,1,1,0,2,2,1,0,1,1,1
2024 Montana's Brier,fec7a26a,2,4,2,3,0,0,0,1,1,0,0,0,2,1
2024 Montana's Brier,fec7a26a,0,1,3,-1,0,0,0,0,0,0,0,1,-3,1
2024 Montana's Brier,fec7a26a,0,2,0,0,0,0,0,1,-1,1,0,0,1,1
2024 Montana's Brier,94d30c38,0,0,-1,0,0,0,0,1,9,1,1,0,1,1
2024 Montana's Brier,94d30c38,4,1,-1,-4,1,-1,1,0,8,0,1,1,-4,1
2024 Montana's Brier,94d30c38,1,1,-1,-4,1,1,-1,1,7,1,1,0,-1,1
2024 Montana's Brier,94d30c38,-1,0,4,4,0,0,0,2,6,1,1,1,3,1
2024 Montana's Brier,94d30c38,1,-1,-1,0,0,0,0,1,5,0,1,0,-1,1
2024 Montana's Brier,94d30c38,2,4,3,0,-1,0,-2,2,4,1,1,1,1,1
2024 Montana's Brier,94d30c38,1,3,-3,0,0,0,0,1,3,0,1,0,-2,1
2024 Montana's Brier,94d30c38,1,1,3,5,-1,0,-1,2,2,1,1,1,3,1
2024 Montana's Brier,94d30c38,0,-1,0,-1,0,0,0,1,1,0,1,0,-2,1
2024 Montana's Brier,94d30c38,2,2,3,4,-1,0,-1,2,0,1,1,1,4,1
2024 Montana's Brier,9267c88f,0,-2,0,0,0,0,0,-1,9,0,0,0,0,1
2024 Montana's Brier,9267c88f,-1,2,0,4,0,0,0,-2,8,0,0,1,1,1
2024 Montana's Brier,9267c88f,0,-3,1,-3,0,0,0,-3,7,0,0,0,-2,1
2024 Montana's Brier,9267c88f,0,0,-2,2,0,0,0,-2,6,1,0,1,2,1
2024 Montana's Brier,9267c88f,4,0,0,0,0,-1,0,-3,5,0,0,0,0,1
2024 Montana's Brier,9267c88f,-1,0,-2,-1,0,0,0,-4,4,0,0,1,-2,1
2024 Montana's Brier,9267c88f,2,1,0,0,0,0,0,-3,3,1,0,0,0,1
2024 Montana's Brier,9267c88f,0,2,0,2,0,0,0,-2,2,1,0,1,2,1
2024 Montana's Brier,9267c88f,0,0,0,0,0,0,0,-3,1,0,0,0,-1,1
2024 Montana's Brier,9267c88f,0,1,0,0,0,0,0,-2,0,1,0,1,1,1
2024 Montana's Brier,94c938f3,-2,0,0,2,0,0,0,-1,9,0,0,0,-1,0
2024 Montana's Brier,94c938f3,-2,0,0,-8,2,2,0,0,8,1,0,1,1,0
2024 Montana's Brier,94c938f3,-2,0,-3,-2,0,0,0,-1,7,0,0,0,-2,0
2024 Montana's Brier,94c938f3,-4,-2,0,0,0,0,0,0,6,1,0,1,0,0
2024 Montana's Brier,94c938f3,0,-2,0,0,0,0,0,1,5,1,0,0,0,0
2024 Montana's Brier,94c938f3,1,0,-5,0,1,1,0,2,4,1,0,1,1,0
2024 Montana's Brier,94c938f3,-1,0,0,-4,1,0,1,1,3,0,0,0,-2,0
2024 Montana's Brier,94c938f3,0,-1,0,0,0,0,0,2,2,1,0,1,2,0
2024 Montana's Brier,94c938f3,0,3,0,-3,0,0,0,1,1,0,0,0,-2,0
2024 Montana's Brier,2370db83,-1,2,-4,4,-1,-1,0,-1,9,0,0,0,0,0
2024 Montana's Brier,2370db83,1,-3,-1,3,0,0,0,-2,8,0,0,1,-1,0
2024 Montana's Brier,2370db83,-1,3,-4,3,0,0,0,-1,7,1,0,0,1,0
2024 Montana's Brier,2370db83,5,0,-3,1,-1,-1,0,-2,6,0,0,1,0,0
2024 Montana's Brier,2370db83,0,-1,-1,0,0,0,0,-3,5,0,0,0,-1,0
2024 Montana's Brier,2370db83,-3,1,0,4,0,0,0,-2,4,1,0,1,2,0
2024 Montana's Brier,2370db83,0,0,-2,0,0,0,0,-3,3,0,0,0,0,0
2024 Montana's Brier,2370db83,0,-1,0,0,0,0,0,-4,2,0,0,1,-2,0
2024 Montana's Brier,2370db83,0,0,-2,1,0,0,0,-3,1,1,0,0,2,0
2024 Montana's Brier,2370db83,-1,-1,4,-3,1,0,1,-4,0,0,0,1,-2,0
2024 Montana's Brier,1e02ddc3,0,0,2,0,0,0,0,-1,9,0,0,0,0,1
2024 Montana's Brier,1e02ddc3,1,0,-2,0,0,0,0,-2,8,0,0,1,0,1
2024 Montana's Brier,1e02ddc3,0,-1,0,0,0,0,0,-3,7,0,0,0,0,1
2024 Montana's Brier,1e02ddc3,0,-1,2,4,-1,-1,0,-4,6,0,0,1,2,1
2024 Montana's Brier,1e02ddc3,1,1,-1,2,-1,-1,0,-5,5,0,0,0,1,1
2024 Montana's Brier,1e02ddc3,-1,-3,3,0,0,0,0,-6,4,0,0,1,0,1
2024 Montana's Brier,1e02ddc3,-1,4,2,-3,0,-1,0,-7,3,0,0,0,-2,1
2024 Montana's Brier,1e02ddc3,3,1,0,3,0,0,-1,-6,2,1,0,1,1,1
2024 Montana's Brier,1e02ddc3,-1,3,0,4,-1,-1,0,-7,1,0,0,0,2,1
2024 Montana's Brier,d6d1dd99,1,0,3,1,0,0,0,1,9,1,1,0,2,1
2024 Montana's Brier,d6d1dd99,0,-1,-3,4,0,0,0,0,8,0,1,1,-1,1
2024 Montana's Brier,d6d1dd99,1,1,0,0,0,0,0,1,7,1,1,0,0,1
2024 Montana's Brier,d6d1dd99,-1,-3,-4,-1,0,0,0,2,6,1,1,1,1,1
2024 Montana's Brier,d6d1dd99,3,4,0,2,0,0,0,1,5,0,1,0,1,1
2024 Montana's Brier,d6d1dd99,0,3,2,6,-1,-1,0,0,4,0,1,1,1,1
2024 Montana's Brier,d6d1dd99,0,4,0,0,0,-1,0,-1,3,0,1,0,-2,1
2024 Montana's Brier,d6d1dd99,0,2,0,-2,1,1,0,0,2,1,1,1,-1,1
2024 Montana's Brier,d6d1dd99,0,0,-1,0,0,0,0,1,1,1,1,0,-1,1
2024 Montana's Brier,d6d1dd99,0,0,0,0,0,0,0,2,0,1,1,1,1,1
2024 Montana's Brier,90eefb05,0,0,0,0,0,0,0,-1,9,0,0,0,0,0
2024 Montana's Brier,90eefb05,1,3,-1,0,0,0,0,-2,8,0,0,1,-2,0
2024 Montana's Brier,90eefb05,0,-2,-1,-2,0,0,0,-1,7,1,0,0,1,0
2024 Montana's Brier,90eefb05,3,1,-4,-2,1,0,1,-2,6,0,0,1,-3,0
2024 Montana's Brier,90eefb05,0,-2,-1,1,0,0,0,-1,5,1,0,0,1,0
2024 Montana's Brier,90eefb05,1,3,0,1,0,0,0,-2,4,0,0,1,2,0
2024 Montana's Brier,90eefb05,1,1,2,0,0,0,0,-3,3,0,0,0,-2,0
2024 Montana's Brier,90eefb05,0,0,-4,0,1,1,0,-2,2,1,0,1,1,0
2024 Montana's Brier,90eefb05,2,0,0,-4,1,0,1,-3,1,0,0,0,-2,0
2024 Montana's Brier,20c6a41f,-1,-2,-2,-1,0,0,0,1,9,1,1,0,1,1
2024 Montana's Brier,20c6a41f,-1,1,-4,4,1,0,1,0,8,0,1,1,1,1
2024 Montana's Brier,20c6a41f,4,-2,0,3,-2,-3,0,-1,7,0,1,0,1,1
2024 Montana's Brier,20c6a41f,-1,2,0,5,-1,-1,0,-2,6,0,1,1,1,1
2024 Montana's Brier,20c6a41f,-2,0,0,4,-1,-1,0,-3,5,0,1,0,1,1
2024 Montana's Brier,20c6a41f,0,1,0,-1,0,0,0,-4,4,0,1,1,0,1
2024 Montana's Brier,20c6a41f,0,1,2,6,-1,-1,0,-5,3,0,1,0,1,1
2024 Montana's Brier,20c6a41f,-1,1,0,4,-1,-1,0,-6,2,0,1,1,1,1
2024 Montana's Brier,399dd911,0,3,0,0,0,0,0,1,9,1,1,0,0,1
2024 Montana's Brier,399dd911,0,3,0,0,0,0,0,2,8,1,1,1,0,1
2024 Montana's Brier,399dd911,2,-2,0,0,0,0,0,3,7,1,1,0,3,1
2024 Montana's Brier,399dd911,0,3,2,0,0,0,0,2,6,0,1,1,-1,1
2024 Montana's Brier,399dd911,0,1,-3,0,0,0,0,3,5,1,1,0,-1,1
2024 Montana's Brier,399dd911,0,3,0,-3,0,0,0,4,4,1,1,1,0,1
2024 Montana's Brier,399dd911,0,0,0,4,-1,0,-1,5,3,1,1,0,3,1
2024 Montana's Brier,399dd911,0,0,-1,4,-1,-1,0,4,2,0,1,1,-1,1
2024 Montana's Brier,399dd911,-4,0,1,1,0,1,0,5,1,1,1,0,1,1
2024 Montana's Brier,69b613b3,0,0,2,0,0,0,0,1,9,1,1,0,2,1
2024 Montana's Brier,69b613b3,0,-1,-3,-3,0,0,0,0,8,0,1,1,-2,1
2024 Montana's Brier,69b613b3,0,2,2,0,0,0,0,1,7,1,1,0,0,1
2024 Montana's Brier,69b613b3,-2,-4,0,3,0,1,0,2,6,1,1,1,2,1
2024 Montana's Brier,69b613b3,0,1,-4,3,-1,-1,0,1,5,0,1,0,0,1
2024 Montana's Brier,69b613b3,0,1,2,0,0,0,0,0,4,0,1,1,-1,1
2024 Montana's Brier,69b613b3,0,0,-2,0,0,0,0,1,3,1,1,0,1,1
2024 Montana's Brier,69b613b3,0,2,2,3,0,0,0,0,2,0,1,1,1,1
2024 Montana's Brier,69b613b3,0,0,0,8,-2,-2,0,-1,1,0,1,0,1,1
2024 Montana's Brier,43b40593,0,-4,0,1,0,0,1,-1,9,0,0,0,1,1
2024 Montana's Brier,43b40593,0,0,-2,0,0,0,0,-2,8,0,0,1,0,1
2024 Montana's Brier,43b40593,3,2,0,5,0,0,0,-3,7,0,0,0,1,1
2024 Montana's Brier,43b40593,1,0,-4,-2,1,0,1,-4,6,0,0,1,-3,1
2024 Montana's Brier,43b40593,0,0,0,2,0,0,0,-3,5,1,0,0,3,1
2024 Montana's Brier,43b40593,0,-1,0,-2,0,0,0,-4,4,0,0,1,-2,1
2024 Montana's Brier,43b40593,0,0,1,4,-1,0,-1,-3,3,1,0,0,3,1
2024 Montana's Brier,43b40593,0,0,0,0,0,0,0,-4,2,0,0,1,-1,1
2024 Montana's Brier,43b40593,0,1,0,-2,0,0,0,-3,1,1,0,0,-1,1
2024 Montana's Brier,43b40593,0,4,0,0,0,0,-1,-2,0,1,0,1,1,1
2024 Montana's Brier,6ca7dc92,1,1,-6,1,1,1,0,1,9,1,1,0,1,0
2024 Montana's Brier,6ca7dc92,-1,-2,0,1,0,0,0,0,8,0,1,1,-2,0
2024 Montana's Brier,6ca7dc92,-2,0,4,5,0,0,0,1,7,1,1,0,2,0
2024 Montana's Brier,6ca7dc92,0,0,1,-3,0,0,0,0,6,0,1,1,-2,0
2024 Montana's Brier,6ca7dc92,1,0,3,1,0,0,0,1,5,1,1,0,2,0
2024 Montana's Brier,6ca7dc92,0,0,0,-2,0,0,0,0,4,0,1,1,-2,0
2024 Montana's Brier,6ca7dc92,1,0,1,0,0,0,0,1,3,1,1,0,0,0
2024 Montana's Brier,6ca7dc92,-2,-2,-1,-7,1,1,0,2,2,1,1,1,-2,0
2024 Montana's Brier,6ca7dc92,0,0,-1,1,0,0,0,3,1,1,1,0,2,0
2023 Tim Hortons Brier,c1f4dbd1,0,-1,-1,-1,0,0,0,1,9,1,1,0,1,1
2023 Tim Hortons Brier,c1f4dbd1,0,0,4,0,-1,-1,0,0,8,0,1,1,-1,1
2023 Tim Hortons Brier,c1f4dbd1,0,0,1,0,0,0,0,1,7,1,1,0,0,1
2023 Tim Hortons Brier,c1f4dbd1,0,0,0,1,0,0,0,2,6,1,1,1,2,1
2023 Tim Hortons Brier,c1f4dbd1,-1,0,0,-3,0,0,0,1,5,0,1,0,-3,1
2023 Tim Hortons Brier,c1f4dbd1,5,-3,0,2,0,1,-1,2,4,1,1,1,3,1
2023 Tim Hortons Brier,c1f4dbd1,0,1,3,8,-2,-2,0,1,3,0,1,0,1,1
2023 Tim Hortons Brier,c1f4dbd1,-1,-2,2,-2,0,0,0,0,2,0,1,1,0,1
2023 Tim Hortons Brier,c1f4dbd1,2,1,4,0,-1,-1,0,-1,1,0,1,0,1,1
2023 Tim Hortons Brier,ae168fc6,-3,0,1,0,0,0,0,1,9,1,1,0,0,1
2023 Tim Hortons Brier,ae168fc6,1,-4,3,0,0,0,0,2,8,1,1,1,2,1
2023 Tim Hortons Brier,ae168fc6,2,0,0,0,0,0,0,1,7,0,1,0,0,1
2023 Tim Hortons Brier,ae168fc6,3,1,-2,0,0,-1,0,0,6,0,1,1,-1,1
2023 Tim Hortons Brier,ae168fc6,1,-3,4,-6,1,1,0,1,5,1,1,0,-1,1
2023 Tim Hortons Brier,ae168fc6,-2,4,-1,3,0,0,0,2,4,1,1,1,2,1
2023 Tim Hortons Brier,ae168fc6,1,2,2,2,0,0,0,1,3,0,1,0,-1,1
2023 Tim Hortons Brier,ae168fc6,0,3,-2,1,0,0,0,2,2,1,1,1,1,1
2023 Tim Hortons Brier,ae168fc6,0,2,0,4,-1,-1,0,1,1,0,1,0,-1,1
2023 Tim Hortons Brier,ae168fc6,-4,2,3,0,0,1,0,2,0,1,1,1,1,1
2023 Tim Hortons Brier,42e84d22,0,-3,0,-1,1,2,0,1,9,1,1,0,1,1
2023 Tim Hortons Brier,42e84d22,0,0,0,4,-1,-1,0,0,8,0,1,1,1,1
2023 Tim Hortons Brier,42e84d22,1,-5,0,-2,0,0,1,-1,7,0,1,0,-1,1
2023 Tim Hortons Brier,42e84d22,-4,3,0,4,-1,1,-1,0,6,1,1,1,1,1
2023 Tim Hortons Brier,42e84d22,1,2,4,1,0,-1,0,-1,5,0,1,0,-1,1
2023 Tim Hortons Brier,42e84d22,0,0,-1,1,0,0,0,0,4,1,1,1,0,1
2023 Tim Hortons Brier,42e84d22,0,0,0,1,0,0,0,1,3,1,1,0,0,1
2023 Tim Hortons Brier,42e84d22,0,0,0,0,0,0,0,2,2,1,1,1,0,1
2023 Tim Hortons Brier,42e84d22,-1,0,0,2,0,0,0,3,1,1,1,0,2,1
2023 Tim Hortons Brier,42e84d22,0,-1,0,0,0,0,0,2,0,0,1,1,-2,1
2023 Tim Hortons Brier,0f4f7138,-2,2,1,0,0,-1,1,-1,9,0,0,0,-3,0
2023 Tim Hortons Brier,0f4f7138,0,-2,-2,2,0,0,0,0,8,1,0,1,1,0
2023 Tim Hortons Brier,0f4f7138,0,-6,-4,0,1,0,2,-1,7,0,0,0,-3,0
